Time, Altitude, U, V, W, Temperature
101.636259,-13629.57948,0.44,0.24,0.02,21.69
101.726618,-13799.16613,0.4,0.18,0.02,21.53
101.807949,15850.10939,0.28,0.24,0.12,21.49
101.898308,5056.813087,0.24,0.2,0.14,21.53
101.988638,29936.06473,0.2,0.2,0.12,21.61
102.078832,4801.791591,0.34,-0.06,0.32,21.33
102.16887,9148.772216,0.32,-0.06,0.32,21.49
102.258881,-8537.010457,0.46,-0.04,0.24,21.37
102.349098,-7338.375154,0.44,-0.06,0.28,21.33
102.439297,-4019.857188,0.3,0.04,0.22,21.45
102.529226,2124.617523,0.34,0.1,0.24,21.49
102.61865,-8838.547835,0.38,0.08,0.18,21.37
102.707806,-7267.141586,0.32,-0.06,0.1,21.41
102.797623,-6374.70009,0.28,-0.1,0.1,21.41
102.887423,21057.54011,0.36,-0.04,0.18,21.45
102.976715,6320.266159,0.36,-0.06,0.18,21.33
103.066961,-593.59293,0.34,-0.06,0.12,21.37
103.152074,13727.27819,0.38,-0.08,0.12,21.37
103.241514,3934.962306,0.4,-0.06,0.1,21.33
103.330361,16516.22183,0.54,-0.08,0.06,21.49
103.420617,11050.35632,0.48,-0.14,0.08,21.41
103.51526,-3920.078325,0.68,0.06,0.06,21.45
103.592083,-3258.089371,0.64,0.04,0.08,21.45
103.682443,-13662.5468,0.6,0.04,0.12,21.53
103.771593,-14718.60829,1.08,0.28,0.24,21.21
103.860926,14184.51353,1.04,0.24,0.28,21.21
103.9503,-11928.72672,0.98,0.2,0.24,21.29
104.040186,-9807.070511,0.96,0.18,0.2,21.25
104.129295,3994.017501,0.94,0.18,0.22,21.25
104.219153,16143.1465,0.84,0.2,0.06,21.37
104.309142,571.054543,0.84,0.2,0.04,21.41
104.3991,7823.512467,0.84,-0.04,-0.06,21.45
104.484689,15972.90544,0.94,0.02,-0.08,21.41
104.574365,-10719.08356,0.86,-0.02,-0.08,21.41
104.663945,-83.099841,1.02,0.08,-0.26,21.41
104.753788,12359.15732,1.04,0.06,-0.3,21.33
104.843866,-5926.438604,0.84,0,-0.34,21.49
104.933397,-5926.438604,0.9,0.08,-0.38,21.57
105.023176,-8095.59607,0.84,0.02,-0.38,21.53
105.11313,-8667.228226,1.02,0.04,-0.2,21.49
105.2027,-3107.491815,0.96,0.06,-0.18,21.61
105.296769,5930.211036,1.1,0.22,-0.22,21.21
105.380986,-11170.46555,1.06,0.22,-0.18,21.45
105.470291,-3478.878817,1.12,0.06,-0.22,21.41
105.559831,6628.04441,1.1,0.1,-0.2,21.61
105.649477,1793.307862,1.1,0.1,-0.24,21.61
105.739257,920.710386,1.1,-0.04,-0.26,21.85
105.828989,-4776.614656,1.14,0,-0.26,21.93
105.918701,-497.508838,1.1,0.08,-0.38,21.77
106.008477,-1661.100689,1.14,0.08,-0.42,21.73
106.098329,15627.44533,1.1,0.08,-0.46,21.69
106.186874,-6513.808545,1.06,-0.06,-0.42,21.85
106.277175,15041.78389,1.02,-0.08,-0.42,21.77
106.366517,-1598.091309,1.1,0.12,-0.56,21.77
106.454819,8450.500474,1.06,0.12,-0.58,21.65
106.544985,8450.500474,1.28,0,-0.54,21.45
106.634582,-2980.810624,1.22,0.02,-0.52,21.49
106.723843,-9426.852814,1.28,0,-0.5,21.41
106.813975,-13279.70681,1.08,-0.14,-0.68,21.45
106.903807,-6465.887092,1.08,-0.14,-0.72,21.45
106.993884,-4933.829079,0.76,-0.06,-0.58,21.33
107.083964,10292.3057,0.7,-0.08,-0.56,21.37
107.162724,-9479.331428,0.72,-0.06,-0.58,21.45
107.251581,3998.178962,0.86,-0.16,-0.44,21.05
107.331461,-7650.190362,0.88,-0.14,-0.38,21.05
107.420613,-3716.311286,0.88,-0.14,-0.22,21.45
107.504341,-8386.052249,0.86,-0.14,-0.22,21.45
107.593122,-14351.26115,0.86,-0.18,-0.26,21.33
107.681728,-2671.061162,0.88,-0.1,-0.24,21.29
107.770825,-10770.75711,0.86,-0.08,-0.22,21.45
107.860009,-14314.46614,0.88,0.22,-0.26,21.37
107.948472,-8998.758742,0.8,0.22,-0.32,21.41
108.037457,2203.389717,0.76,0.16,-0.3,21.33
108.126205,-2252.012898,0.76,0.2,-0.3,21.53
108.215166,-9262.518174,0.76,0.2,-0.32,21.49
108.304291,2226.672319,0.86,0.04,-0.26,21.17
108.393062,-1011.823848,0.82,0.04,-0.22,21.29
108.482217,1497.260969,0.86,0.08,-0.12,21.49
108.571652,6807.072642,0.86,0.12,-0.12,21.53
108.660942,-1248.000558,0.86,0.1,-0.14,21.45
108.749471,22207.51378,0.8,0.06,-0.22,21.01
108.838805,959.478912,0.84,0.04,-0.18,21.05
108.926094,-10298.49394,0.9,0.06,-0.24,20.69
109.010637,-6911.784813,0.86,0.04,-0.22,20.69
109.099678,-13124.21888,0.9,0.04,-0.26,20.61
109.188731,17818.71671,0.92,0.1,-0.22,20.77
109.278046,-11818.654,0.84,0.04,-0.22,20.69
109.367049,-5629.381837,0.86,-0.02,-0.24,20.65
109.455757,26126.83626,0.9,0.02,-0.26,20.65
109.544599,10175.59952,0.86,-0.02,-0.26,20.65
109.633902,-8479.495157,0.94,-0.06,-0.12,20.61
109.723278,-2968.447941,0.92,-0.1,-0.12,20.57
109.811581,-2253.302467,0.92,-0.06,-0.04,20.89
109.900635,11864.77565,0.96,-0.06,-0.06,20.77
109.989202,-6342.005822,0.86,0.02,-0.06,20.77
110.077484,431.228578,0.9,0.04,-0.06,20.69
110.165905,-9704.21287,0.86,0.04,-0.06,20.69
110.253967,-11750.36125,0.74,0,-0.04,20.77
110.341952,-8391.805327,0.84,-0.02,-0.02,20.65
110.429905,-7468.185139,0.66,0.02,0.04,20.77
110.518711,-11650.62809,0.7,0.04,0.02,20.81
110.607542,-1206.253118,0.68,0.04,0.02,20.81
110.687876,-2719.473677,1.02,-0.06,-0.02,21.01
110.776713,-4772.646396,0.94,-0.06,0,21.05
110.865199,15053.46688,1.08,-0.06,0.02,21.01
110.953841,15053.46688,1.1,-0.02,-0.06,20.93
111.042404,-520.502815,1.08,-0.08,-0.06,20.85
111.131347,21002.84362,0.84,-0.02,-0.04,21.05
111.219994,-12527.68284,0.76,-0.02,-0.06,21.05
111.309288,-9305.199213,0.92,0.08,0.2,20.61
111.398017,21455.85134,0.88,0.06,0.18,20.61
111.486417,-5851.937869,0.82,0.08,0.12,20.57
111.576162,-7646.901193,0.9,-0.02,0.2,20.85
111.664593,1971.809815,0.9,0,0.2,20.89
111.753128,-2485.96624,0.84,-0.06,0.04,21.29
111.841471,-4691.056874,0.84,-0.04,0.1,21.45
111.929187,2133.019836,0.8,-0.14,0.04,21.29
112.017565,19274.75919,0.94,-0.08,-0.06,21.45
112.10603,1486.461439,0.9,-0.06,-0.06,21.57
112.194301,-8224.634042,0.74,-0.26,0.06,21.61
112.282712,-957.358371,0.74,-0.24,0.08,21.69
112.370756,-11477.11174,0.92,-0.04,0.14,21.61
112.45022,-13172.17882,0.92,-0.08,0.14,21.49
112.537868,-194.041005,0.9,-0.1,0.14,21.53
112.626035,14009.30067,1,-0.06,0.06,21.21
112.715079,4271.447041,1.02,-0.06,0.08,21.25
112.803576,-9510.696575,1.06,-0.04,0.04,21.41
112.891783,-3585.919782,1.06,-0.06,0.08,21.33
112.980048,3397.531993,1.02,-0.1,-0.02,21.17
113.068964,-9347.029882,1.2,-0.06,-0.06,21.45
113.157352,-9347.029882,1.16,-0.12,-0.08,21.33
113.245622,-572.146538,0.98,-0.06,0.16,21.17
113.334053,-14408.18898,0.96,-0.06,0.18,21.29
113.422917,-6263.284351,0.92,-0.06,0.18,21.29
113.511765,1433.887908,0.86,-0.16,-0.02,21.45
113.600406,5405.350598,0.9,-0.2,-0.06,21.29
113.68952,-14622.71238,1.2,-0.14,-0.12,21.49
113.777691,-14622.71238,1.16,-0.16,-0.08,21.49
113.866233,-7030.077846,1.32,-0.36,-0.42,20.97
113.954943,-6086.090749,1.3,-0.32,-0.42,21.05
114.042842,9043.505724,1.28,-0.34,-0.38,21.05
114.131278,13921.70545,1.5,-0.3,-0.3,21.17
114.207354,-3659.651411,1.44,-0.34,-0.26,21.21
114.295931,-12502.83266,1.34,-0.2,-0.44,21.01
114.384643,-621.739062,1.34,-0.16,-0.46,21.01
114.472946,9692.035575,1.36,-0.18,-0.48,20.97
114.561602,-650.349873,1.28,-0.16,-0.36,21.21
114.650568,-13064.21562,1.2,-0.18,-0.4,21.05
114.738893,-12103.83201,1.24,-0.16,-0.26,21.45
114.827443,14632.8671,1.26,-0.22,-0.26,21.29
114.916125,1977.671867,1.2,-0.22,-0.26,21.45
115.000305,12176.99954,1.52,-0.32,-0.24,21.49
115.088644,-4094.888275,1.48,-0.34,-0.26,21.45
115.177598,7941.32861,1.2,-0.18,-0.56,21.29
115.266058,3684.016972,1.26,-0.12,-0.58,21.29
115.3546,-5316.595424,1.12,-0.12,-0.58,21.53
115.44311,-4723.910734,1.08,-0.1,-0.56,21.53
115.531321,16331.31695,1.18,-0.1,-0.58,21.53
115.619738,-10778.08396,1.04,-0.18,-0.68,21.17
115.708562,3987.12182,1.02,-0.16,-0.64,21.21
115.797289,-8963.21127,1.08,-0.26,-0.32,21.29
115.877293,-9854.002531,1.16,-0.2,-0.34,21.29
115.957393,-2128.572044,1.06,-0.26,-0.34,21.21
116.045806,6899.416591,0.92,-0.02,-0.16,21.29
116.133827,-3805.30703,0.92,-0.04,-0.16,21.29
116.222546,-922.150414,0.78,-0.12,-0.26,21.25
116.309199,-684.487435,0.76,-0.06,-0.26,21.37
116.39741,3319.821646,0.76,-0.12,-0.32,21.29
116.486423,2143.028449,0.78,-0.02,-0.48,21.29
116.574729,2740.849477,0.78,-0.02,-0.46,21.41
116.662931,-2646.374611,0.82,0.14,-0.1,21.61
116.750899,16491.23398,0.86,0.12,-0.14,21.45
116.839649,-12886.93388,0.86,-0.14,-0.14,21.45
116.927881,-5802.860881,0.94,-0.06,-0.18,21.49
117.016303,-11147.2209,0.94,-0.06,-0.16,21.49
117.104268,91.421204,1.14,0.32,-0.06,21.45
117.192639,-12957.43547,1.16,0.34,-0.08,21.45
117.281672,7432.271819,1,0.06,0.14,21.45
117.36983,-1344.755452,1.04,0.08,0.1,21.37
117.4586,-568.181275,1.06,0.04,0.08,21.37
117.547478,19038.33884,1.02,0,0.14,21.41
117.636176,-11952.69747,1.02,0.04,0.16,21.53
117.723204,734.461919,0.98,0.34,0.12,21.61
117.807783,10708.56359,0.94,0.28,0.16,21.53
117.896378,8390.000719,0.92,0.28,0.12,21.49
117.98466,627.047459,0.82,0.24,-0.3,21.45
118.072941,-8603.100425,0.8,0.28,-0.32,21.45
118.161306,10033.36352,1.06,0.2,-0.02,21.45
118.250006,-5601.151486,1.1,0.24,-0.04,21.45
118.338174,201.93162,1.06,-0.02,0.24,21.41
118.426125,5574.547217,1.1,0.02,0.22,21.45
118.514331,-4100.568364,1.1,0.02,0.22,21.37
118.60214,-9980.805723,1.02,0.02,0.3,21.45
118.690189,278.601521,1.02,0.02,0.3,21.45
118.77874,-4032.013576,1,0.52,0.04,21.53
118.866916,-3850.292606,1.02,0.48,0.06,21.41
118.955055,-3074.935189,0.94,0.46,0.04,21.45
119.043648,1756.3864,0.96,0.38,-0.2,21.45
119.131871,315.87617,1,0.36,-0.16,21.49
119.220349,-6773.384205,0.94,0.16,-0.14,21.53
119.304454,-2659.08118,0.94,0.18,-0.14,21.53
119.392135,2518.206529,0.96,0.16,-0.22,21.41
119.464631,-3036.726913,0.8,-0.1,-0.14,21.57
119.538611,-1795.162963,0.76,-0.16,-0.12,21.45
119.614046,1054.750401,0.9,-0.04,-0.22,21.45
119.692436,7086.025388,0.86,-0.06,-0.22,21.45
119.769134,-12755.77253,0.92,0.18,-0.18,21.41
119.858177,12527.25886,0.88,0.12,-0.16,21.37
119.946451,-8556.483922,0.86,0.18,-0.16,21.45
120.035428,-7615.549279,0.94,-0.04,0.02,21.53
120.123949,-5113.796342,0.96,-0.08,0.02,21.45
120.211846,8488.115276,1.2,-0.06,0.2,21.53
120.299942,-2744.086901,1.22,-0.08,0.14,21.33
120.388401,-9367.098552,1.18,-0.14,0.12,21.29
120.477426,-13388.41824,1.1,-0.1,0.1,21.37
120.565935,3616.02162,1.06,-0.08,0.12,21.45
120.654315,4218.312311,1,0.04,0.08,21.57
120.743325,14951.6565,0.98,0,0.12,21.57
120.832353,499.862855,0.94,0.02,0.08,21.57
120.921133,-1822.418412,0.94,-0.06,0.18,21.45
121.009777,21706.31419,0.9,-0.06,0.22,21.49
121.098465,8421.370808,0.94,-0.22,0.18,21.41
121.182023,-2818.80662,0.94,-0.22,0.18,21.37
121.270328,-9245.879617,0.82,-0.22,0.2,21.29
121.358621,-2670.382187,0.84,-0.24,0.22,21.29
121.446702,5949.871792,0.8,-0.22,0.24,21.37
121.534866,-3025.420061,0.92,-0.06,0.14,21.53
121.62332,124.083989,0.84,-0.08,0.16,21.61
121.711782,3310.343887,0.76,-0.18,0.18,21.45
121.799501,-2162.225455,0.78,-0.14,0.2,21.53
121.887922,-8113.081316,0.78,-0.14,0.16,21.45
121.976627,-3939.656402,0.92,-0.18,0.16,21.45
122.065028,-10037.43613,0.94,-0.16,0.18,21.53
122.153471,10472.99376,0.72,-0.16,0.02,21.53
122.242255,-2303.76164,0.76,-0.14,0.06,21.61
122.326869,-6260.266466,0.7,-0.2,0,21.45
122.415519,-926.386006,0.86,-0.16,-0.04,21.45
122.504236,1788.314284,0.94,-0.1,-0.02,21.49
122.592772,19225.91427,0.72,-0.12,-0.12,21.33
122.681202,12257.19366,0.76,-0.12,-0.08,21.33
122.770382,-1508.928713,0.7,-0.1,-0.12,21.37
122.859174,1468.471791,0.82,-0.08,-0.16,21.49
122.942149,9147.789413,0.78,-0.12,-0.2,21.45
123.0295,-14586.23511,0.86,0,-0.14,21.37
123.113938,-1132.594411,0.92,0.02,-0.14,21.41
123.202681,-1454.960242,0.72,-0.06,-0.12,21.37
123.290948,-6895.750975,0.72,-0.06,-0.14,21.33
123.379645,21109.48066,0.76,-0.06,-0.12,21.33
123.467835,-12759.29838,0.7,-0.08,-0.14,21.33
123.556385,14484.92047,0.72,-0.06,-0.14,21.37
123.644904,22349.12435,0.66,-0.04,-0.1,21.29
123.733454,-12549.68778,0.66,-0.06,-0.06,21.29
123.821602,-5244.017703,0.62,-0.06,-0.06,21.29
