Time, Altitude, U, V, W, Temperature
87.678078,3389.457624,1.48,-0.76,0.4,22.21
87.768525,-6644.760853,1.46,-0.78,0.38,22.17
87.858839,565.835209,1.46,-0.82,0.3,22.01
87.944035,565.835209,2.52,-0.78,-0.66,21.97
88.017892,0.122908,2.5,-0.8,-0.64,21.97
88.092237,0.146882,-0.48,-1.22,-0.1,22.29
88.17973,-10956.93928,-0.52,-1.22,-0.1,22.29
88.267628,6047.277238,-0.56,-1.3,-0.14,22.13
88.356218,-11498.11733,0.82,-0.58,-0.96,22.21
88.44526,-5619.407137,0.82,-0.58,-0.98,22.13
88.534058,-11986.46976,0.06,-1.28,-0.96,22.29
88.622596,89.796856,0.12,-1.26,-1.04,22.21
88.711033,-239.841945,-0.22,-0.8,-0.54,22.21
88.799918,-12115.55413,-0.22,-0.82,-0.5,22.17
88.888613,-4511.59626,-0.22,-0.84,-0.6,22.09
88.967656,-1186.482696,-0.34,-1.08,0.14,22.13
89.056089,-6208.818082,-0.36,-1.06,0.12,22.09
89.144024,-6470.418168,-0.36,-1.02,0.54,22.09
89.232052,-14803.7131,-0.46,-1.06,0.52,22.01
89.319132,13537.47593,-0.42,-1.14,0.5,21.93
89.406856,-14753.99498,-0.02,-1,0.4,21.97
89.495028,-9326.563034,0.1,-1.04,0.36,21.89
89.583147,13693.73841,-0.06,-1.1,0.32,22.05
89.672887,-784.185244,-0.06,-1.1,0.34,22.05
89.7601,16014.21341,0.24,-1.06,0.38,21.93
89.84439,9121.108634,0.24,-1.04,0.4,21.93
89.932921,10931.47,0.3,-0.98,0.36,21.97
90.021219,-435.733025,-0.26,-0.8,0.1,22.09
90.109241,2573.315604,-0.26,-0.8,0.1,22.13
90.197513,-7209.617781,0.38,-0.8,0.28,21.97
90.286122,-4310.835739,0.3,-0.74,0.28,22.01
90.373997,-8491.900089,0.28,-0.8,0.28,21.97
90.462274,2294.196243,0.4,-1.02,0.22,22.05
90.55074,-11982.91363,0.36,-1.04,0.24,22.01
90.638784,2965.219618,0.08,-0.74,0.2,22.25
90.726661,7651.879577,0.06,-0.78,0.18,22.17
90.815089,-4224.608174,0.02,-0.78,0.2,22.13
90.902836,2899.357033,0,-0.88,-0.02,22.13
90.990811,-5691.235148,0.04,-0.86,-0.04,22.21
91.078947,-7874.111908,0.86,-1,0.64,22.13
91.166937,14027.98234,0.86,-1,0.62,22.09
91.255382,11771.12238,0.8,-1.04,0.62,22.13
91.343404,5684.112147,0.66,-1.04,0.82,22.13
91.43247,-1788.461376,0.68,-0.96,0.8,22.13
91.521056,-7075.719903,1.7,-0.22,1.28,21.97
91.609318,15554.38168,1.68,-0.22,1.26,21.97
91.69828,-6782.921833,1.68,-0.22,1.22,21.97
91.786451,-12693.80753,1,-0.46,0.74,22.17
91.874988,-5162.601805,0.98,-0.44,0.7,22.17
91.963104,-3352.614517,0.62,-1.02,0.54,22.13
92.051577,-7720.605354,0.66,-1.04,0.56,22.05
92.140367,3010.162774,0.2,-0.92,0.2,22.13
92.228774,-9683.301038,0.22,-0.9,0.22,22.17
92.316993,-4218.328707,0.26,-0.94,0.18,22.01
92.40591,-3732.599135,0.66,-1.26,0.36,22.05
92.494414,-11713.79414,0.62,-1.28,0.38,22.09
92.582548,-4697.879712,0.44,-1.14,0.52,22.01
92.670888,-11484.22626,0.44,-1.16,0.56,22.01
92.759167,416.544417,0.34,-1.2,0.5,21.97
92.847626,-9684.206132,0.38,-0.66,0.54,22.05
92.936036,3048.361797,0.38,-0.68,0.6,22.09
93.02451,-908.134256,0.12,-1.04,0.36,22.09
93.113191,-9130.225977,0.12,-1.06,0.36,22.09
93.204078,-10212.83421,0.04,-1.14,0.34,21.97
93.291543,1362.259614,0.3,-1.04,0.56,21.97
93.379779,-8896.511136,0.24,-1.06,0.62,22.01
93.468392,862.969814,0.46,-1.04,0.86,22.01
93.556719,-3069.611687,0.48,-1.02,0.9,22.05
93.645311,-6766.673025,1.1,-0.96,0.52,22.13
93.73366,-4190.237998,1.1,-1,0.52,22.09
93.822172,1082.29349,1.1,-0.96,0.48,22.13
93.910336,-9511.295799,0.74,-1.08,0.02,22.17
93.999233,3427.681356,0.82,-1.04,-0.06,22.01
94.087581,-6686.140277,0.64,-0.9,-0.56,22.17
94.175814,-9414.496118,0.62,-0.96,-0.56,22.05
94.264356,-8398.600701,0.56,-0.98,-0.6,22.05
94.352995,-2893.170375,0.72,-0.96,-0.32,22.17
94.441423,-11087.8133,0.68,-1.02,-0.3,22.13
94.529602,-12702.01874,0.64,-0.62,-0.1,22.13
94.617691,-11055.44615,0.6,-0.64,-0.08,22.25
94.706239,-2912.995757,0.54,-0.7,-0.12,22.13
94.795466,-13964.7148,0.64,-1.14,0.1,22.17
94.884316,660.47162,0.74,-1.06,0.16,22.29
94.972553,22979.00182,0.66,-1.04,0.06,22.13
95.059179,-10107.22272,0.64,-1.08,0.08,22.01
95.14312,-7746.511884,0.64,-1.06,0.08,22.13
95.231387,12396.70507,1.02,-1.06,-0.26,22.05
95.318863,1030.313659,0.94,-1.12,-0.24,22.01
95.407337,2750.362504,0.3,-0.94,-0.64,22.17
95.495414,7440.007,0.24,-0.96,-0.6,22.17
95.583883,2780.294897,0.28,-0.98,-0.66,22.05
95.672145,-972.797452,-0.26,-0.9,0.18,22.17
95.760004,6054.087943,-0.26,-0.92,0.14,22.13
95.847984,16038.55894,0.04,-1.04,0.46,22.13
95.935592,-14546.79827,-0.02,-1.1,0.44,22.09
96.023731,4669.843132,0.04,-1.14,0.86,22.09
96.111694,-5274.626482,0.02,-1.1,0.92,22.13
96.199926,1889.655231,0.04,-1.14,0.84,21.97
96.287977,-9489.100698,0.16,-0.98,0.46,22.01
96.376371,-10455.49314,0.18,-0.98,0.44,21.97
96.464529,-6322.586257,0.36,-1.2,0.36,22.09
96.556823,-1771.575126,0.4,-1.22,0.34,22.01
96.645099,3712.773531,0.36,-1.22,0.34,22.05
96.733549,-918.129751,0.12,-1.14,0.4,22.17
96.816849,0.085314,0.16,-1.12,0.44,22.33
96.901593,1923.226914,0.7,-1.2,0.58,22.13
96.990186,308.447694,0.7,-1.16,0.6,22.13
97.078967,25696.86075,-0.2,-0.86,0.22,22.25
97.170271,-9055.83013,-0.22,-0.86,0.24,22.25
97.255583,-4800.032348,-0.16,-0.88,0.22,22.13
97.340936,-4834.570931,0.48,-0.94,0.84,22.09
97.426441,14940.23228,0.52,-0.92,0.84,21.97
97.511671,-5912.606048,0.42,-0.98,0.6,22.13
97.596858,3815.751594,0.42,-0.98,0.62,22.13
97.681853,-4020.516577,0.38,-1,0.58,22.17
97.767427,-2316.418365,-0.04,-1.02,0.08,22.17
97.858252,-3804.206226,-0.02,-0.96,0.04,22.17
97.948648,-8705.322865,-0.24,-1.1,0.44,22.13
98.03834,12881.65352,-0.22,-1.04,0.44,22.17
98.128501,8828.744644,-0.26,-1.12,0.42,22.13
98.218208,7222.299401,-0.06,-0.84,0.16,22.29
98.308046,8705.615784,-0.06,-0.86,0.16,22.29
98.380377,0.177991,0.56,-1.28,0.74,22.13
98.458379,6565.072725,0.52,-1.26,0.76,22.17
98.548334,-7900.204488,0.52,-1.3,0.7,22.13
98.633796,0.527481,0.44,-1.02,0.6,22.05
98.723218,-12014.70376,0.44,-1,0.58,22.01
98.80746,8045.950877,0.56,-1.18,0.36,22.13
98.8914,-6981.338027,0.52,-1.22,0.38,22.13
98.975232,-4987.295555,0.02,-1.22,0.46,22.13
99.064684,12793.972,0,-1.22,0.48,22.21
99.151184,12793.972,-0.02,-1.24,0.42,22.13
99.23504,4933.985003,0.04,-1.14,0.32,22.41
99.314666,-3593.171622,0.04,-1.18,0.34,22.29
99.403838,-6503.062679,-0.02,-1,0.04,22.29
99.492697,-11796.32754,-0.06,-1.04,0.06,22.29
99.581858,-7733.689503,-0.1,-1.08,0.06,22.29
99.670604,19234.06711,0.3,-0.92,0.16,22.13
99.758987,9051.390686,0.3,-0.9,0.2,22.25
99.847887,9051.390686,0.22,-1,0.28,22.13
99.936607,10551.36402,0.28,-1.02,0.24,22.05
100.025616,10551.36402,0.02,-0.92,0.56,22.25
100.114076,10551.36402,-0.02,-0.96,0.54,22.13
100.203105,-3928.629491,-0.02,-0.98,0.52,22.01
100.291785,-1189.124972,0.2,-0.84,0.38,22.21
100.36873,-8699.282078,0.12,-0.88,0.4,22.21
100.429783,770.438096,-0.1,-1.08,0.36,22.21
100.49668,-6290.346209,-0.1,-1.04,0.36,22.25
100.566766,7457.777577,-0.1,-1.04,0.36,22.21
100.655219,-2563.328703,0.24,-1.32,0.78,22.13
100.743663,7082.839213,0.3,-1.32,0.76,22.13
100.832017,7239.424681,1.2,-0.52,0.42,22.09
100.919832,-6365.846195,1.24,-0.52,0.42,21.97
101.008022,-13307.04734,1.12,-0.58,0.36,21.89
101.096505,-13037.79965,1.02,-0.72,0.52,22.13
101.185177,-310.302063,1.02,-0.72,0.48,21.97
101.273975,-4111.028018,-0.06,-0.96,0.14,22.13
101.36215,-2435.943245,-0.1,-0.96,0.16,22.17
101.451152,-2999.565528,-0.08,-0.88,-0.06,22.13
101.539223,-2004.571905,-0.06,-0.9,-0.08,22.09
101.627518,-7407.366163,-0.04,-0.88,-0.06,22.13
101.716088,653.021241,0.04,-0.98,0.34,22.01
101.80457,7189.086143,0.06,-0.92,0.32,22.01
101.893222,-12857.11691,0.04,-0.96,0.28,22.17
101.981479,-10744.80747,0.02,-0.92,0.3,22.33
102.065768,-2449.631581,0.02,-0.96,0.24,22.17
102.154061,5173.932952,-0.12,-0.56,0.24,22.13
102.242814,816.249964,-0.1,-0.58,0.24,22.13
102.331082,-1560.97994,-0.42,-0.68,0.48,22.13
102.420101,-10472.10016,-0.38,-0.7,0.44,22.05
102.509166,16295.74881,-0.46,-0.72,0.44,22.01
102.597662,-10568.2294,-0.78,-0.86,0.72,22.01
102.686116,-10568.2294,-0.8,-0.9,0.72,21.97
102.775062,-10079.03821,-0.62,-1,0.98,22.17
102.863898,-9007.719413,-0.62,-1.02,1,22.13
102.952831,-3338.211826,-0.64,-1.04,0.94,22.01
103.041486,15587.16312,0.62,-0.94,0.82,21.97
103.130637,2577.844135,0.58,-0.96,0.78,21.97
103.219546,-334.726908,0.52,-0.88,0.82,22.05
103.308789,22250.48175,0.54,-0.8,0.8,22.13
103.397132,-4166.816893,0.52,-0.88,0.76,22.01
103.485705,15286.48783,0.94,-1.08,0.4,21.97
103.574455,-8099.245956,0.94,-1.14,0.38,21.97
103.662937,5067.066439,0.6,-1.22,0.5,22.01
103.751859,5067.066439,0.6,-1.2,0.5,22.05
103.834405,5140.267404,0.02,-0.96,0.38,22.21
103.922754,15299.20506,0.06,-0.96,0.36,22.09
104.011013,-9906.819142,0.02,-0.96,0.36,22.13
104.098877,349.046228,0.18,-0.72,0.66,22.21
104.187242,-11032.72839,0.2,-0.74,0.64,22.09
104.275339,-159.419122,0.76,-1.2,0.68,22.01
104.363443,-9389.088676,0.7,-1.26,0.66,21.97
104.451779,-8098.597346,0.72,-1.22,0.62,21.89
104.54021,6414.839228,0.8,-1.42,0.52,22.09
104.628767,-11562.79601,0.82,-1.38,0.46,22.09
104.716162,3356.679244,0.4,-1.28,0.54,22.05
104.80394,-1006.877678,0.36,-1.28,0.54,22.09
104.891704,-7942.785269,1.16,-1.42,0.94,22.09
104.979196,-2649.387345,1.16,-1.44,0.94,22.01
105.067806,-9224.88255,1.16,-1.44,0.94,22.05
105.155976,-12064.49227,-0.12,-1.2,0.12,22.13
105.244086,718.779901,-0.12,-1.18,0.12,22.13
105.331882,-3279.127948,0.14,-1.04,-0.08,22.13
105.42012,-14438.39241,0.12,-1.04,-0.1,22.13
105.508817,2590.457932,0.08,-1.08,-0.14,22.05
105.596115,2590.457932,1.06,-1,0.56,22.13
105.685195,-6487.909356,1.02,-0.98,0.52,22.13
105.772167,-6273.088188,1.1,-0.88,0.64,22.09
105.860429,-5957.966012,1.1,-0.9,0.62,21.97
105.949364,-12224.96722,1.1,-0.88,0.62,22.09
106.038032,8543.311342,0.94,-1.26,0.48,22.01
106.126615,-2162.804997,0.94,-1.26,0.48,22.09
106.214837,-2087.679722,0.14,-1.28,0.18,21.97
106.302703,-1300.773668,0.16,-1.22,0.18,22.13
106.391192,-11975.64894,0.16,-1.22,0.14,22.05
106.479479,-6696.313142,-0.2,-0.8,0.6,22.09
106.567794,545.029939,-0.2,-0.8,0.54,22.05
106.656446,-3856.634709,0.12,-0.58,0.44,22.05
106.744828,-2579.042381,0.12,-0.6,0.46,22.05
106.83328,-1641.693599,0.34,-0.82,0.6,22.09
106.921468,824.520391,0.36,-0.78,0.6,22.13
107.009406,18115.8842,0.34,-0.8,0.58,22.01
107.09742,972.225666,-0.3,-0.8,0.82,21.97
107.185876,7612.096684,-0.26,-0.74,0.86,22.17
107.273951,4864.877397,-0.26,-0.88,1.22,22.05
107.357838,7010.532863,-0.34,-0.88,1.28,22.13
107.446051,-2788.500501,-0.34,-0.94,1.2,22.05
107.537953,11908.94879,-0.58,-1.02,0.9,22.13
107.611062,-13244.71877,-0.58,-1.08,0.9,22.09
107.698832,-7979.812771,-0.46,-1.36,0.72,21.97
107.787491,-13652.23958,-0.48,-1.34,0.76,22.09
107.871573,-3833.229143,-0.5,-1.36,0.72,21.97
107.960093,4269.654496,-0.46,-1.06,0.28,22.09
108.044178,-6135.487635,-0.52,-1.12,0.34,22.09
108.131875,8809.479681,-0.38,-1.16,0.62,22.13
108.220383,-3233.262388,-0.36,-1.14,0.62,22.17
108.308893,3817.743316,-0.26,-0.88,0.72,22.05
108.397555,-12992.22723,-0.26,-0.86,0.78,22.17
108.486331,14684.88484,-0.26,-0.88,0.76,22.13
108.575096,-6553.75264,0.12,-1.04,0.4,22.13
108.66334,-3832.833036,0.14,-1.1,0.4,22.09
108.751813,-14542.89473,0.62,-1.14,0.32,21.97
108.839998,-4077.169652,0.62,-1.04,0.32,22.13
108.929368,-11173.34156,0.58,-1.14,0.28,22.01
109.017832,12119.50478,0.28,-0.9,0.2,22.13
109.105823,1444.808009,0.24,-0.96,0.2,22.01
109.189956,-3244.951854,0.22,-1,0.6,21.97
109.278261,20866.90026,0.14,-1,0.62,22.09
109.366526,-6182.032909,0.12,-1.02,0.6,22.01
109.455908,-7396.505631,0.22,-0.88,0.86,22.09
109.544533,5438.194843,0.2,-0.88,0.9,22.13
109.632822,-6827.652906,0.44,-0.52,0.76,22.13
109.721763,-10761.35065,0.42,-0.56,0.72,22.09
109.81069,-14126.53149,0.42,-0.52,0.72,22.09
109.89947,-13494.46646,0.52,-0.16,0.78,22.05
109.988073,-8220.135887,0.5,-0.16,0.8,22.01
110.076673,747.251234,-0.22,-0.82,0.08,22.17
110.165407,9790.531779,-0.18,-0.84,0.06,22.13
110.253391,19068.61495,-0.22,-0.86,0.06,22.09
110.341739,-6585.575051,0.14,-0.92,0.12,22.09
110.430261,18764.24052,0.22,-0.88,0.08,22.05
110.518776,-10473.40486,0.04,-0.78,-0.16,22.13
110.607819,16920.98323,0.06,-0.8,-0.14,22.13
110.696349,-2385.651412,0.34,-1.12,0.58,22.09
110.784902,-11171.77523,0.34,-1.14,0.52,21.97
110.873385,-10594.05969,0.36,-1.14,0.52,22.05
110.956671,-8174.855485,0.52,-0.98,0.62,22.13
111.043853,-691.631651,0.52,-1,0.6,22.13
111.132358,4361.41938,0.02,-0.98,0.44,22.09
111.220963,-10742.75407,0.06,-0.94,0.42,22.09
111.309845,-6324.602069,-0.06,-1,0.44,22.05
111.398264,-12403.8206,-0.86,-0.84,0.62,22.05
111.487093,-4976.510439,-0.88,-0.8,0.66,22.13
111.575992,-13133.69375,-1.04,-0.9,0.52,22.13
111.664651,-9564.742162,-1.04,-0.88,0.46,22.17
111.753166,13183.29587,0.14,-0.9,0.08,22.17
111.836685,-13228.41597,0.18,-0.86,0.08,22.13
111.909654,-4042.455353,0.16,-0.88,0.04,22.17
111.987738,0.099016,0.4,-0.78,0.12,22.29
112.072469,1848.574262,0.44,-0.8,0.12,22.13
112.15689,20567.01027,0.2,-0.96,-0.38,22.29
112.240845,-11040.82389,0.22,-0.94,-0.38,22.29
112.324958,-9840.431058,0.2,-0.96,-0.38,22.21
112.410615,0.261838,0.36,-1.12,0.48,22.13
112.494855,-11334.3932,0.42,-1.08,0.48,22.17
112.578508,18279.6817,0.46,-1.02,0.38,22.09
112.663234,0.448676,0.52,-1,0.32,22.05
112.753403,689.109901,0.4,-1,0.36,22.05
112.843729,5825.299729,0.86,-0.84,0.7,22.09
112.933734,-4698.826258,0.8,-0.86,0.7,22.01
113.023997,-4698.826258,0.72,-1.2,0.48,22.09
113.113985,-1975.955994,0.74,-1.26,0.48,22.05
113.204703,-3133.076176,0.44,-0.88,0.06,22.21
113.294584,-3133.076176,0.44,-0.92,0.06,22.13
113.385103,-3133.076176,0.42,-0.9,0,22.09
113.475181,11214.91756,0.4,-0.88,-0.08,22.13
113.565328,-6202.382756,0.38,-0.9,-0.08,22.13
113.655317,-5652.247538,0.74,-0.74,0.24,22.13
113.744983,7202.250468,0.76,-0.78,0.24,22.05
113.835087,5526.226766,0.5,-0.8,-0.12,22.05
113.924916,1634.810997,0.46,-0.84,-0.06,22.05
114.01544,-11410.32838,0.44,-0.86,-0.08,22.01
114.105975,871.036136,0.04,-0.8,-0.06,22.09
114.195913,1414.622507,0.04,-0.84,-0.06,22.01
114.286073,-9441.941267,-0.06,-1.14,-0.1,22.09
114.375792,0.37137,-0.02,-1.12,-0.14,22.13
114.458492,0.246165,-0.08,-1.14,-0.12,22.13
114.529059,0.098584,0.2,-1.02,-0.1,22.09
114.616362,-9588.447191,0.16,-0.98,-0.06,22.25
114.697965,-9806.103405,0.42,-0.46,-0.14,22.09
114.786419,-12340.27041,0.44,-0.46,-0.16,22.09
114.874863,-7353.984788,0.42,-0.5,-0.14,22.05
114.963627,-7353.984788,1.2,-0.38,-0.4,22.05
115.051925,-7260.895131,1.12,-0.42,-0.38,22.05
115.140496,-1878.575552,1.24,-0.62,-1.52,22.05
115.228923,-5993.817001,1.26,-0.62,-1.52,22.05
115.317066,9755.609781,0.72,-1.2,0.2,21.97
115.405664,781.446321,0.76,-1.16,0.24,22.05
115.493601,-12710.25923,0.76,-1.16,0.22,22.05
115.581721,18619.38379,1.24,-1.46,0.42,22.05
115.670204,-10687.63982,1.28,-1.46,0.4,22.01
115.758561,980.379984,0.76,-1.48,0.76,22.13
115.846735,-7142.483754,0.74,-1.46,0.76,22.17
115.935472,10188.81731,0.74,-1.54,0.74,21.97
116.0234,10188.81731,0.62,-0.48,0.48,22.13
116.10011,-13273.40839,0.66,-0.46,0.48,22.13
116.179681,-6375.084876,0.94,-1.38,0.76,22.13
116.268998,-1723.789477,0.94,-1.4,0.76,22.01
116.35925,-6309.50344,0.94,-1.4,0.7,21.97
116.449473,10977.47798,0.72,-1.14,-0.18,22.01
116.539528,-8266.237266,0.72,-1.1,-0.16,22.13
116.629466,3324.494483,0.36,-0.98,0.36,21.97
116.720372,-12429.03207,0.36,-0.96,0.36,21.97
116.809541,-14754.67371,-0.06,-0.96,-0.02,22.13
116.899995,-3976.828829,-0.06,-0.98,0,22.09
116.990342,-5565.913275,0,-1.02,-0.04,22.01
117.080119,-5723.637857,0,-1.14,0.2,22.13
117.170449,-6228.177505,0.08,-1.12,0.2,22.13
117.26135,18609.25671,0.5,-1.18,0.52,22.09
117.351239,2625.421299,0.46,-1.14,0.52,22.13
117.438932,11677.56151,0.46,-1.22,0.48,22.01
117.529279,-3646.282614,1.2,-1.36,0.24,21.89
117.619956,4954.37558,1.2,-1.3,0.24,22.05
117.710423,-11145.28437,1.58,-0.52,0.64,22.09
117.80094,12384.57629,1.62,-0.46,0.64,22.09
117.891221,-1340.991348,0.34,-1.22,0.36,21.93
117.977379,370.748596,0.36,-1.14,0.4,22.13
118.06743,-6328.885863,0.34,-1.18,0.36,21.97
118.157591,8209.633761,0.58,-0.96,0.22,22.13
118.248213,-88.598075,0.54,-0.98,0.2,21.97
118.333924,-3919.136153,0.52,-1,0.2,21.97
118.423681,16777.40393,0.62,-0.8,0.22,22.13
118.514317,-12921.28747,0.58,-0.8,0.22,22.09
118.604928,1644.350087,0.54,-0.78,0.04,21.97
118.695709,-10671.10341,0.54,-0.74,0.02,21.97
118.786489,7637.61369,-0.26,-0.62,-0.14,22.13
118.872476,-9793.566036,-0.26,-0.56,-0.16,22.09
118.963442,-10298.97476,-0.32,-0.66,-0.22,21.97
119.054217,7456.357673,0.8,-1.12,0.16,21.97
119.144895,202.980536,0.8,-1.12,0.14,22.05
119.235037,8382.779749,0.2,-0.86,0.22,22.21
119.317479,10723.65156,0.14,-0.88,0.22,22.17
119.407658,8450.682076,0.16,-0.94,0.14,21.97
119.498389,-10649.11453,-0.32,-0.78,0.24,22.13
119.583857,13385.94981,-0.32,-0.78,0.22,22.13
119.674203,-8497.447513,0.04,-0.9,0.36,22.01
119.76067,8553.625646,0.04,-0.88,0.4,22.05
119.851093,2757.583278,0.62,-1.02,0.22,21.97
119.941856,11818.72839,0.64,-0.98,0.22,22.13
120.032663,6108.650269,0.6,-1,0.24,22.09
120.122886,-3007.69544,-0.26,-0.86,0.12,22.05
120.213302,-8461.805296,-0.34,-0.84,0.12,22.01
120.304277,633.415471,-0.22,-1,0.42,22.01
120.382461,6077.183056,-0.16,-1,0.4,21.97
120.456943,16975.83348,-0.22,-1.02,0.44,22.09
120.532673,10345.09737,0.32,-1.14,0.42,22.13
120.608587,-3620.316882,0.32,-1.14,0.44,22.13
120.684456,-3387.076989,0.12,-0.96,0.32,22.13
120.760146,-10936.55297,0.14,-0.96,0.3,21.97
120.83596,11512.97552,0.08,-1.04,0.28,21.97
120.911937,-8068.080297,0.32,-1.1,0.22,22.13
120.987391,1238.889786,0.26,-1.06,0.22,22.01
121.062458,-14900.53084,0.74,-1.2,0.2,21.97
121.138064,-1761.670359,0.74,-1.18,0.22,22.09
121.225316,-1761.670359,0.72,-1.2,0.2,22.05
121.314289,-1761.670359,1.02,-1.18,0.64,22.01
121.403129,-7458.154818,0.96,-1.18,0.62,21.93
121.48694,15365.46352,0.74,-0.8,-0.9,22.17
121.575453,10269.45539,0.76,-0.78,-0.96,22.13
121.66458,-10205.46519,0.7,-0.84,-0.94,22.09
121.753443,-7165.504075,0.7,-0.88,0.2,22.01
121.84178,7994.342317,0.68,-0.96,0.22,22.01
121.930048,8695.16113,0.78,-0.7,-0.5,22.09
122.018793,-8241.76399,0.78,-0.72,-0.5,21.97
122.10723,3048.722138,0.76,-0.78,-0.5,21.93
122.195781,-12107.80247,0.38,-0.88,0.1,21.93
122.284247,-7483.04891,0.38,-0.9,0.06,21.89
122.372656,8971.560353,0,-1.08,0.12,21.93
122.461797,15407.66138,0.06,-1.02,0.1,22.01
122.550633,-496.663279,0,-1.14,0.4,22.05
122.638951,-9291.259238,0.04,-1.1,0.36,22.09
122.727567,-4791.103227,0.02,-1.08,0.34,22.01
122.816458,11396.48333,0.04,-1.22,0.32,22.13
122.905501,-14099.25338,0,-1.22,0.36,22.13
122.994168,-5854.438424,-0.56,-0.88,0.28,22.09
123.082618,2589.318084,-0.56,-0.88,0.24,22.01
123.172587,23655.40578,-0.62,-0.96,0.24,22.01
123.260997,-1100.957774,-0.88,-1.04,0.16,22.13
123.349084,-6590.363604,-0.86,-1.04,0.22,22.17
123.437134,-1235.165407,-0.32,-0.98,-0.34,22.21
123.526083,-1835.526555,-0.32,-1,-0.38,22.13
123.614176,-5185.067744,0.28,-1.02,0.28,22.17
123.702337,10362.04214,0.3,-1.04,0.22,22.05
123.790876,-3840.420896,0.28,-1,0.22,22.13
123.88007,-79.950874,0.14,-0.9,0.08,22.17
123.968119,3195.077287,0.12,-0.94,0.04,22.01
124.056686,10012.58808,-0.22,-0.98,0.12,22.09
124.145131,-7638.331012,-0.16,-0.94,0.16,22.13
124.234307,8751.378026,-0.16,-0.92,0.12,22.13
124.323379,2256.61002,0.06,-0.9,0.12,22.13
124.411439,25588.20461,0.04,-0.98,0.12,22.09
124.49993,-6193.797206,-0.38,-1.18,0.46,22.13
124.577938,-1987.997034,-0.26,-1.14,0.42,22.09
124.639184,9448.522154,-0.34,-1.18,0.44,22.09
124.729229,5327.030543,0.1,-1.2,0.76,22.01
124.819035,-11617.55812,0.2,-1.06,0.86,22.29
124.908408,1357.866058,0.42,-0.96,0.78,21.97
124.990705,-6438.196224,0.36,-1,0.82,22.01
125.079402,-7904.366807,0.44,-0.96,0.8,21.97
125.167972,2367.740015,-0.78,-1.1,0.94,22.25
125.255744,21722.74995,-0.74,-1.08,0.9,22.13
125.344213,14872.92268,-0.14,-0.92,0.94,21.97
125.432427,-14883.74834,-0.14,-0.88,0.94,21.97
125.520998,-4435.009353,0.04,-0.74,0.76,22.05
125.609841,9330.171503,0.1,-0.74,0.74,22.01
125.698531,-13162.55625,0.04,-0.74,0.7,21.97
125.786947,18883.96375,-0.32,-0.38,0.96,21.89
125.874557,-8565.891476,-0.38,-0.34,0.96,21.93
125.963273,8701.777637,-0.52,-0.84,0.6,22.01
126.052008,-11874.71592,-0.54,-0.86,0.6,22.01
126.140318,-11548.21651,-0.54,-0.84,0.54,22.09
126.228499,2479.754663,-0.72,-1.04,0.44,22.29
126.316783,-6372.401897,-0.76,-1.06,0.4,22.21
126.40574,16934.38048,-0.24,-1.16,0.62,22.05
126.494297,7752.268157,-0.24,-1.14,0.6,21.97
126.58248,13368.06642,-0.26,-1.16,0.6,21.93
126.671376,-8088.31032,-0.54,-0.96,0.38,22.01
126.754387,-13388.20959,-0.56,-0.98,0.4,22.01
126.842344,-3175.405256,-0.02,-0.82,0.12,22.17
126.930776,-10138.52513,-0.02,-0.82,0.12,22.13
127.019504,8627.758427,-0.06,-0.8,0.12,22.13
127.107765,-12994.43205,0.34,-0.72,0.18,22.05
127.195982,17150.02497,0.36,-0.68,0.2,22.09
127.284253,-4965.271027,-0.2,-0.7,0.7,22.13
127.372142,2311.797015,-0.18,-0.74,0.7,21.97
127.460752,-4821.181732,-0.4,-1.2,0.56,22.13
127.549752,-8850.697401,-0.4,-1.14,0.56,22.13
127.638078,-4646.713432,-0.42,-1.2,0.54,22.09
127.726547,-11364.42136,-0.38,-0.76,0.28,22.17
127.814907,-10138.30959,-0.34,-0.84,0.24,22.01
127.904032,-9768.129279,0.02,-0.68,0.22,22.09
127.992409,-913.471119,0.04,-0.72,0.22,21.89
128.081151,-12273.0165,-0.04,-0.72,0.2,21.97
128.169615,31079.60472,-0.24,-0.82,-0.22,22.05
128.2579,-9291.162944,-0.2,-0.78,-0.22,22.13
128.34576,-2881.232924,0.12,-0.96,-0.08,22.21
128.433101,-6084.614326,0.2,-0.88,-0.14,22.09
128.516245,12399.97137,0.12,-0.96,-0.18,22.01
128.592245,3617.927247,-0.04,-0.86,-0.22,22.05
128.670159,18095.79109,-0.04,-0.88,-0.24,22.01
128.758735,-7088.990047,-0.2,-0.82,-0.04,22.05
128.828991,-9797.381644,-0.2,-0.8,0.04,22.17
128.892544,1472.085825,0.12,-0.8,-0.06,22.05
128.981543,-4616.54509,0.1,-0.8,-0.08,22.09
129.069127,-9836.502324,0.12,-0.78,-0.02,22.21
129.157893,-9836.502324,0.08,-0.98,-0.58,22.09
129.246924,1776.117175,0.08,-0.96,-0.56,22.09
129.33561,-12286.44876,0.14,-0.86,-0.16,22.01
129.423977,-11409.03585,0.16,-0.84,-0.1,22.17
129.512434,15606.66223,0.12,-0.88,-0.2,21.97
129.600147,6169.008342,0.64,-0.9,0.02,22.01
129.689053,1208.732735,0.62,-0.96,0.02,21.97
129.777947,18914.14257,0.24,-1.04,0.34,22.13
129.866292,-5544.053318,0.36,-1,0.28,22.13
129.954595,-13365.41154,0.24,-1.08,0.28,22.13
