Time, Altitude, U, V, W, Temperature
43.987504,-10938.63042,0.04,0.1,0.04,22.37
44.077373,2889.144059,-0.04,0.12,0,22.53
44.167682,10689.36376,0,0.12,0.02,22.53
44.258818,10952.46505,0,0.1,0.02,22.45
44.348715,-3102.072433,0.02,0.16,0,22.53
44.439369,7430.780327,0,0.08,0,22.45
44.529672,-8332.625948,0.02,0.12,0.1,22.37
44.617178,-5509.41188,0.06,0.08,0.06,22.25
44.708164,-909.158745,0,0.08,0.04,22.29
44.799298,-932.92191,-0.22,0.1,0.1,22.37
44.885112,-774.39589,-0.18,0.1,0.08,22.37
44.975732,-5451.654757,-0.06,0.04,0,22.29
45.065826,13052.88341,-0.1,0.04,0.02,22.37
45.156415,-10010.55573,-0.14,0,-0.02,22.29
45.246094,-14719.30894,0.02,0.08,0.04,22.37
45.335416,-1060.270772,0.04,0.1,0.04,22.45
45.425914,-12485.19964,0.02,0.08,0.02,22.45
45.516881,-3541.047437,0.06,0.12,-0.02,22.37
45.605629,2275.365168,0.04,0.14,0,22.45
45.68986,-5874.848084,0.06,0.14,0,22.45
45.778603,2427.367658,0.04,0.08,0.04,22.45
45.86771,-7480.885569,0.02,0.1,0.06,22.53
45.957246,-3168.72083,0.04,0.1,0.02,22.45
46.046065,-1375.194049,0.04,0.08,0,22.61
46.134921,14257.40874,0.04,0.04,-0.02,22.49
46.224789,16028.80368,0.04,0.06,-0.04,22.45
46.313603,-12911.70528,0.1,0.04,-0.02,22.65
46.403772,315.683664,0.1,0.08,0,22.65
46.493031,-6063.093198,0.04,0.14,-0.04,22.65
46.58181,-2749.010469,0.04,0.14,-0.04,22.69
46.671056,8046.204184,0.04,0.12,-0.06,22.53
46.760843,-5616.797536,0.08,0.06,0,22.77
46.850613,-11712.36436,0.06,0.1,0.02,22.89
46.940471,7524.336774,0.08,0.1,0,22.89
47.03091,-13391.42063,0.04,0.12,-0.04,22.85
47.120374,-5743.042996,0.04,0.12,-0.02,22.89
47.209438,19999.95533,0.1,0.08,0,22.81
47.298472,-5493.754421,0.04,0.08,-0.02,22.93
47.387124,-11560.05047,0.08,0.06,0.02,22.77
47.465977,14531.12907,0.06,0.06,0.04,22.85
47.553593,-13146.19477,0.06,0.04,0.02,22.97
47.641945,-1031.835606,0.08,0,-0.02,22.85
47.73044,14889.11249,0.04,-0.02,-0.04,22.89
47.819171,-2060.083373,0.06,0.04,-0.02,22.97
47.90717,-617.392487,0.04,0,0.02,22.93
47.995147,-6556.932153,0.04,0.02,0,22.73
48.07181,-13958.3628,0.04,0,0.04,22.81
48.159667,-12850.04362,0.04,-0.02,0.02,22.77
48.247356,-9722.024084,0.04,-0.06,0.02,22.69
48.335077,29523.98594,0.04,-0.04,0.04,22.73
48.423091,6982.167465,0.04,0,0.02,22.81
48.511632,-11820.51032,0.12,0.02,-0.02,22.77
48.595817,-8195.849046,0.04,0,-0.04,22.81
48.684079,7218.157126,0.1,-0.06,0.04,22.81
48.772297,-7089.884586,0.12,-0.04,0.02,22.77
48.857024,-6089.164652,0.1,0,-0.04,22.65
48.945205,-14463.41595,0.12,-0.02,-0.04,22.61
49.033762,-4564.343988,0.14,0.12,-0.04,22.73
49.121965,1990.520289,0.1,0.06,-0.06,22.65
49.19012,-66.309918,0.12,0.06,-0.06,22.61
49.266452,2352.665682,0.1,0.08,-0.06,22.69
49.343561,-10093.81517,0.08,0.04,-0.06,22.65
49.41786,-853.070096,0.04,0.04,0.04,22.69
49.501701,-1624.259707,0.04,0.04,-0.02,22.61
49.590221,-4022.200941,0.04,0.02,-0.06,22.49
49.678988,20235.14522,0.12,0.06,0,22.49
49.767745,-1578.558368,0.12,0.04,0.04,22.45
49.856202,-1578.558368,0.1,0.06,-0.04,22.41
49.944116,1675.107321,0.08,0,0,22.41
50.033143,8742.092849,0.04,0,-0.06,22.33
50.121372,-9107.06899,0.04,0.04,0,22.49
50.209434,3158.180029,0.1,0.06,-0.06,22.41
50.297855,-1826.653116,0,0.06,0.02,22.61
50.385984,6344.134667,0.04,0.1,-0.02,22.61
50.474964,-11491.38238,0.04,0.02,-0.02,22.61
50.563593,-9211.251113,0.06,0.04,0,22.61
50.651804,-2276.671978,-0.04,0.02,0.02,22.65
50.74088,-12308.58494,0.04,0.08,-0.06,22.73
50.829822,-6003.88471,0.04,0.04,-0.06,22.61
50.912834,-5201.906642,0.06,0.04,-0.02,22.61
51.000489,14187.21832,0.04,0.08,-0.04,22.73
51.089106,14265.63772,0.04,0.04,0,22.65
51.177112,-1838.293168,0.04,0.08,-0.04,22.73
51.26528,-10979.21995,0.08,0.1,0,22.85
51.353885,-7310.397286,0.04,0.06,0,22.77
51.440279,-10746.76757,0.04,0.08,0.02,22.77
51.525707,22588.87067,0.02,0.06,-0.06,22.73
51.615301,-14088.83262,0,0.04,0,22.45
51.706016,-13224.0823,0,0.04,0.04,22.57
51.796719,19950.00604,-0.02,0.02,0.02,22.49
51.883119,5578.438584,0.04,0.06,-0.02,22.53
51.973741,-7484.780947,0,0.02,-0.04,22.45
52.064393,-8004.850728,0.04,0,-0.02,22.37
52.154645,-6247.659805,0.02,0.04,0,22.45
52.24554,-9710.615634,0.04,0.08,0.02,22.61
52.330994,3701.800264,0.06,0.1,-0.02,22.57
52.420891,737.202798,0.02,0.02,-0.02,22.53
52.511545,-5152.166224,0.04,0.04,-0.02,22.49
52.597366,13039.83798,0.04,0.02,-0.02,22.53
52.673952,-10107.92123,0.06,0.08,0.02,22.65
52.763626,-2360.48633,0,0.04,0.02,22.53
52.853551,-4962.327415,0,0.02,0,22.49
52.938782,25476.68893,0.04,0.04,-0.04,22.45
53.027949,-4018.566311,0.04,0.04,0,22.53
53.117874,-11768.73058,0,-0.02,0,22.29
53.206632,-5477.127796,0.06,0.02,0,22.33
53.295106,-8111.510268,0.04,-0.04,-0.06,22.25
53.384128,22798.23064,0.04,0,-0.02,22.33
53.47281,-6821.268736,0.04,-0.04,-0.06,22.29
53.56075,288.11792,0.04,-0.02,0,22.37
53.650193,-8631.274419,0.04,-0.06,-0.06,22.25
53.738625,-6063.162735,0.04,-0.06,-0.02,22.29
53.82269,4878.271871,0.04,-0.06,-0.02,22.25
53.911312,-5044.851497,0.04,-0.06,-0.02,22.33
53.99957,2824.688549,0.04,-0.06,0,22.37
54.087838,-5620.537132,0.04,0.02,0,22.45
54.176384,-3592.142103,0.04,-0.02,-0.02,22.33
54.264682,-3592.142103,0.04,-0.06,0,22.33
54.35325,5446.328176,0.04,-0.04,-0.06,22.29
54.437702,-9677.409594,0.08,-0.04,-0.06,22.25
54.525928,-11698.04665,0.04,-0.02,-0.06,22.29
54.614335,-9192.433957,0.02,-0.04,-0.02,22.29
54.702418,303.376345,0.04,0.04,-0.04,22.33
54.79142,-9601.991002,0.06,0.02,-0.04,22.45
54.879718,-9601.991002,0.04,-0.04,0.02,22.37
54.975785,-8086.574475,0,-0.02,-0.02,22.41
55.062971,-5532.349666,0.02,0.04,0.04,22.57
55.150275,10197.73807,0.04,0.04,0,22.57
55.237669,2080.667143,0.08,0.04,0,22.61
55.325383,10840.58323,0.1,0.04,-0.02,22.57
55.412797,-14046.16515,0.04,0,-0.02,22.53
55.499973,-2432.908775,0.14,0.08,0,22.57
55.58697,-12049.22915,0.08,0.06,0,22.57
55.675236,-12049.22915,0.12,0.08,0.04,22.65
55.763721,4652.29163,0.12,0.04,0,22.49
55.852056,769.753048,0.04,0.02,-0.02,22.45
55.94078,25611.0189,0.08,0.04,0,22.45
56.029153,-12554.79022,0.04,-0.06,-0.06,22.29
56.117543,-4048.301732,0.06,-0.02,0.02,22.45
56.192639,-1.666181,0.08,0,0.02,22.45
56.277837,2571.090235,0.04,0,0.02,22.49
56.364287,13053.19536,0.06,-0.02,-0.02,22.37
56.451347,338.852332,0.04,-0.04,-0.02,22.41
56.537796,-9864.728805,0.06,0.06,0.04,22.61
56.611875,-1.591253,0,-0.02,-0.02,22.49
56.695872,2982.670398,0.04,0.06,0,22.61
56.781149,2982.670398,0.04,0.04,0,22.49
56.866165,-2390.209591,0.04,0,0,22.69
56.95083,-3396.851344,0.04,0,0.04,22.73
57.035259,-10922.67332,0.06,0.04,-0.02,22.65
57.119594,12316.31127,0.1,0.04,-0.02,22.69
57.204043,-1672.052172,0.08,0.02,0.04,22.69
57.288248,-1672.052172,0.04,0.02,0,22.73
57.372389,-2230.396894,0.04,0.06,0.02,22.81
57.457011,-102.033242,0.02,0,-0.06,22.73
57.541584,-5264.622704,0.06,0.06,-0.04,22.77
57.625917,-9222.762259,0.08,0.04,-0.06,22.61
57.701847,-9451.732629,0.04,0.08,-0.02,22.77
57.778652,-3564.918352,0.04,0.08,-0.04,22.77
57.861694,-3564.918352,0.02,0.02,-0.06,22.65
57.934883,13489.6583,0.04,0.02,0,22.65
58.010708,6756.447281,0.12,0.04,-0.02,22.61
58.087355,617.251222,0.08,0.04,0.02,22.77
58.172014,-3238.473877,0.04,-0.06,0,22.61
58.261169,-54.03652,0.06,0.06,-0.02,22.73
58.349578,20794.95457,0.04,0.04,0.02,22.69
58.437903,-9212.08989,0.04,0.02,0.02,22.65
58.526306,-10190.55436,0.04,0.04,0.02,22.73
58.615364,2513.880021,0.02,0.04,0.02,22.81
58.704284,-5960.715614,0.04,0.02,0,22.61
58.7926,-5448.341635,0.06,0.06,0.02,22.69
58.8809,-12723.02541,0.02,0,0,22.65
58.968825,989.524616,0.08,0.08,0,22.77
59.057346,-3378.056529,0.08,0.04,0,22.73
59.145562,12871.12965,0.06,0.04,0.04,22.73
59.234425,-8430.04234,0.04,0.04,0.04,22.73
59.322842,-12317.04395,0.04,-0.02,0.02,22.61
59.410983,5767.044011,0.04,0.06,-0.02,22.45
59.499595,3189.8638,0,0.02,0.02,22.45
59.593536,13397.62745,0.02,0.02,-0.04,22.25
59.66941,2732.999595,0.06,0.04,-0.08,22.25
59.758269,-6638.412578,0,0.04,-0.06,22.29
59.845903,-8160.579764,0.06,0.04,-0.06,22.33
59.933731,-8562.560466,0.08,0.04,-0.14,22.21
60.02191,-13629.39977,0.04,0.1,-0.08,22.89
60.110144,-10912.64187,0.04,0.1,-0.08,22.81
60.198807,-1859.043972,0,0.06,-0.06,22.61
60.287215,14902.0404,0.04,0.06,-0.08,22.61
60.37577,-6169.902113,0,0.04,-0.12,22.53
60.463942,-10089.00042,0,0.04,0.02,22.33
60.552585,5949.60216,0.04,0.02,-0.02,22.21
60.641096,-9140.829245,0.04,0.04,-0.04,22.13
60.721448,5884.023807,0.12,0.06,-0.06,22.13
60.801939,5884.023807,0.04,0.04,-0.02,22.17
60.887282,-3063.901067,0.06,0.08,0,22.29
60.97605,-1926.697798,0.02,0.04,-0.06,22.17
61.064543,-9948.38528,0.04,0.08,-0.04,22.45
61.151199,5199.26169,0.04,0.04,-0.06,22.41
61.235978,-3219.612169,-0.02,-0.02,-0.06,22.33
61.321029,7542.663269,0.04,0.06,-0.04,22.57
61.410374,-1105.431511,0.06,0.06,-0.06,22.53
61.495534,-6553.147244,0.02,0.08,0.02,22.61
61.584303,-14399.4261,0.02,0.04,0,22.53
61.672734,-14588.76565,-0.02,0.04,-0.08,22.29
61.761404,-14588.76565,0.04,0.12,-0.06,22.37
61.850718,-14588.76565,-0.02,0.04,-0.04,22.33
61.939533,-7469.952554,0.02,0.1,0,22.61
62.028332,-514.370633,-0.02,0.12,0.02,22.61
62.117235,8079.913147,0.06,0.12,-0.06,22.61
62.206949,-9206.917821,0.02,0.1,-0.08,22.49
62.296201,2208.854815,0.04,0.12,-0.04,22.61
62.384746,4939.66962,0.04,0.02,-0.1,22.45
62.474053,-1344.387542,0.04,0.04,-0.06,22.49
62.56286,-23.040288,0.06,0.04,-0.12,22.45
62.651747,13190.54949,0.04,0.04,-0.1,22.49
62.740567,-11510.51425,0.04,0.04,-0.14,22.45
62.82995,-9677.780627,0.12,0.12,-0.1,22.45
62.919723,-4857.586732,0.08,0.12,-0.06,22.57
63.00909,-3610.184886,0.04,0.06,-0.06,22.45
63.097944,-13012.65638,0.04,0.04,-0.04,22.45
63.181748,-9045.93297,0.04,0.04,-0.04,22.45
63.270003,-12029.04146,0.12,0.06,-0.06,22.29
63.357972,-12698.77255,0.06,0.02,-0.06,22.41
63.44587,11387.50244,0.04,0.08,-0.04,22.53
63.534651,15024.72379,0.02,0.04,0,22.57
63.623129,13648.11309,0,0.1,-0.06,22.61
63.710805,3265.803028,-0.04,0.08,-0.06,22.61
63.799268,-9682.462724,0.06,0.08,-0.1,22.45
63.893575,-9275.988149,0.04,0.04,-0.04,22.61
63.980902,-11072.72258,0.1,0.1,-0.06,22.65
64.068192,-6167.467378,-0.02,0.02,-0.02,22.65
64.155973,12971.92479,0.04,0.04,-0.02,22.61
64.244494,-3602.132942,0,0.04,-0.06,22.53
64.333307,-11988.39409,0.08,0.1,0,22.61
64.42166,-1873.485342,0.04,0.1,0.04,22.73
64.51057,-9442.617222,0.04,0.1,-0.04,22.61
64.599456,12743.48092,0,0.04,-0.02,22.61
64.68801,-9253.86854,0.06,0.04,-0.04,22.45
64.776981,-8323.707285,0.04,0.06,0,22.49
64.862659,694.084782,0.02,0.04,-0.04,22.45
64.952416,-1.826172,0.04,0.08,-0.04,22.53
65.024831,-1.944686,0.06,0.1,0,22.61
65.102867,-8964.130483,0.1,0.06,-0.06,22.65
65.19119,-12447.77243,0.1,0.04,-0.04,22.61
65.279573,-10823.0072,0.04,0.1,0.04,22.93
65.367931,-10823.0072,0.04,0.08,0,22.77
65.456464,-1590.207831,0.04,0.1,0,22.85
65.544868,14857.02657,0.06,0.1,0,22.93
65.632914,-9964.299577,0.08,0.12,-0.02,23.01
65.721049,2660.952089,0.04,0.12,-0.04,22.93
65.809262,9092.843005,0.06,0.12,-0.02,22.93
65.897399,-6759.072681,0,0.12,-0.02,22.93
65.985918,-6013.214723,0.08,0.06,0,22.77
66.074076,12795.62756,0.06,0.06,-0.02,22.77
66.162353,1949.889737,0.04,0.1,0.02,22.97
66.250986,11706.26591,0.06,0.12,0,22.97
66.339098,-1384.267208,0.08,0.12,0.02,23.01
66.427329,-2926.04683,0.06,0.1,0,22.93
66.515579,10033.80172,0.04,0.06,-0.02,22.97
66.602447,5594.348339,-0.02,0.12,0.02,23.17
66.674263,-9029.405599,0.02,0.08,-0.04,23.01
66.75843,-9029.405599,0.06,0.06,-0.06,23.13
66.84449,16740.26049,0.1,0.1,-0.06,23.13
66.933054,-3557.809336,0.02,0.04,-0.06,23.13
67.021686,-12435.80091,0.02,0.04,0,23.09
67.110009,-8601.869999,0,0.08,-0.02,23.17
67.198256,-6687.570149,0.04,0.06,0.02,23.13
67.286598,913.066861,0.04,0.04,0,23.13
67.375076,-2117.313797,0.02,0.04,-0.06,23.05
67.464028,-573.314944,0.08,0.04,0,23.21
67.552568,-12550.66795,0.12,0.06,-0.06,23.13
67.640799,2483.908834,0.06,0.04,-0.06,22.85
67.72961,8483.866529,0.08,0.04,-0.04,22.89
67.826703,5923.872295,0.12,0.08,-0.06,22.77
67.914257,-4731.235993,0.12,0.04,-0.02,22.77
68.001872,5236.382821,0.04,0.04,-0.06,22.77
68.089158,-1789.398866,0.08,0.12,-0.02,22.77
68.176603,8973.932302,0.12,0.12,-0.02,22.73
68.263979,656.794741,0.04,0.12,0.04,22.77
68.354448,-11953.49252,0.04,0.08,0.02,22.61
68.427312,-1.459621,0.08,0.12,-0.04,22.61
68.502064,-1.451343,0.12,0.1,-0.04,22.57
68.589379,-1923.794954,0.06,0.12,0,22.73
68.67662,-1109.343366,0.06,0.1,-0.02,22.61
68.764271,-6548.256781,0.08,0.06,-0.04,22.57
68.8518,6534.348628,0.04,0.08,0.08,22.73
68.939001,-561.90506,0.06,0.12,0.02,22.73
69.026229,2676.081322,0.06,0.1,0,22.69
69.115092,14486.82183,0.08,0.12,0.02,22.85
69.199841,-1.341283,0.06,0.14,0.02,22.93
69.289479,15830.62073,0.08,0.08,0,22.77
69.373562,15830.62073,0.08,0.12,0.02,22.89
69.457635,-1818.689319,0.04,0.04,-0.02,22.69
69.541284,18936.60422,0.04,0.12,0.04,22.77
69.62602,4748.666523,0.04,0.12,0.04,22.73
69.709518,-13542.59512,0.04,0.06,0.04,22.77
69.797858,-8214.544992,0.04,0.12,0.06,22.89
69.886515,-5121.125916,0.06,0.12,0.04,22.93
69.974999,-1792.872438,0.06,0.1,0.02,22.93
70.063262,1277.216377,0.08,0.12,-0.02,22.89
70.140039,-1.314951,0.04,0.1,0.02,23.09
70.226479,13430.65905,0.08,0.12,-0.02,23.05
70.314937,-3015.147406,0.12,0.12,-0.04,22.89
70.403533,6948.066684,0.04,0.08,0.02,22.93
70.492298,-3416.668476,0.04,0.08,-0.02,22.89
70.572139,6695.569953,0.04,0.04,-0.02,22.61
70.661246,-6818.081964,0.08,0.08,-0.02,22.61
70.749648,-10391.18141,0.08,0.1,0,22.61
70.837826,-6539.28019,0.08,0.12,0.04,22.61
70.926571,-2231.618613,0,0.04,0.02,22.61
71.014786,-4780.955248,-0.02,0.06,0.04,22.69
71.103133,-4780.955248,0.04,0.06,0.04,22.69
71.191477,-12539.53267,0.02,0.04,0,22.57
71.279544,212.517663,0.04,0.08,0.02,22.61
71.367904,18553.00938,0.04,0.12,0.02,22.77
71.456089,-8616.285188,0.1,0.1,-0.04,22.61
71.544895,-9640.511734,0.04,0.1,-0.02,22.77
71.632699,12945.5748,0.04,0.04,0,22.73
71.720702,-5990.325137,0.04,0.08,-0.02,22.77
71.809027,-9493.38967,0.04,0.04,-0.04,22.97
71.902171,-1192.195367,0.04,0.04,-0.1,22.89
71.983542,-6365.718101,0.02,0,-0.08,22.89
72.07164,6813.947292,0.1,0.04,-0.02,22.93
72.160329,-6135.77349,0.06,0.06,0.04,22.89
72.24897,-14170.15977,0.04,0.04,0,22.69
72.337245,5903.090523,0.08,0.12,0.04,22.77
72.426144,-9295.255352,0.02,0.06,-0.04,22.65
72.514631,1510.512085,0.06,0.08,0.04,22.73
72.603436,-1627.397047,0.06,0.04,0.04,22.65
72.692912,-1195.645508,0.04,0.06,0,22.93
72.781735,-4364.672362,0.06,0.14,-0.02,23.01
72.870963,-10623.40176,0.04,0.04,-0.02,22.61
72.959877,-1499.220407,0.06,0.12,-0.02,22.77
73.048873,-11270.601,0.06,0.08,0,22.65
73.137203,-10865.04825,0.04,0.04,0.04,22.77
73.226025,-12465.50096,0.04,0.04,0.04,22.73
73.314674,3682.515458,0.04,0.06,0,22.65
73.399108,5174.797558,0.1,0.06,-0.02,22.53
73.487022,-7085.359778,0.08,0.06,-0.06,22.49
73.572012,3970.717994,0.06,0.08,0.02,22.49
73.655464,-11058.65673,0.04,0.04,0.02,22.45
73.74032,-10264.44206,0.1,0.08,-0.02,22.49
73.830245,545.109001,0.1,0.06,-0.02,22.53
73.919826,-1642.261802,0.04,-0.08,0.02,22.37
74.009563,-5931.552133,0.04,-0.1,0.04,22.33
74.098682,-9490.784636,0.06,-0.1,0,22.29
74.188455,-1774.487275,0.02,-0.14,0.02,22.17
74.278189,-12886.90204,0.06,-0.06,0,22.25
74.367409,9722.017384,-0.04,-0.22,-0.04,22.29
74.456793,-5291.889825,0.02,-0.14,-0.06,22.41
74.546349,-8691.703505,0,-0.2,-0.08,22.29
74.635741,-10679.98382,0.12,-0.14,-0.04,22.53
74.725511,-519.924998,0.08,-0.16,0,22.61
74.814995,21421.45524,0.06,-0.14,-0.04,22.33
74.904938,20789.21374,0.04,-0.2,-0.02,22.29
74.994695,-97.376738,-0.02,-0.18,-0.02,22.33
75.083975,2856.221787,-0.02,-0.14,0,22.41
75.173241,8707.163204,0.04,-0.08,-0.02,22.45
75.262419,-4031.650201,0.1,-0.12,-0.06,22.33
75.346643,-9838.070396,0.04,-0.12,-0.04,22.41
75.437831,-4883.378668,0.02,-0.14,-0.06,22.29
75.523524,6428.188528,0.04,-0.1,-0.02,22.41
75.613545,-1016.127791,0.02,-0.18,-0.04,22.29
75.703638,11334.28956,0.02,-0.22,-0.06,22.25
75.793148,9512.156383,0.02,-0.18,-0.06,22.37
75.883287,4035.863325,0.02,-0.18,-0.12,22.25
75.972836,4035.863325,0.04,-0.18,-0.12,22.13
76.063061,-10449.97692,0.04,-0.16,-0.12,22.25
76.151569,4814.143844,0.08,-0.18,-0.18,22.33
76.241834,-7525.443097,0.06,-0.14,-0.22,22.29
76.332002,-2737.866283,0.02,-0.2,-0.14,22.37
76.421696,7039.531447,0.04,-0.22,-0.16,22.25
76.512941,-1753.969876,-0.06,-0.26,-0.2,22.21
76.603055,6838.854509,0.04,-0.22,-0.02,22.29
76.69327,-6926.091242,0.06,-0.22,-0.04,22.21
76.784215,-6988.649554,-0.02,-0.22,-0.1,22.29
76.874734,5474.918863,-0.06,-0.24,-0.08,22.33
76.965696,-4896.108343,-0.04,-0.2,-0.06,22.25
77.056134,-10033.89325,0.02,-0.14,-0.02,22.41
77.146763,-7284.501458,-0.06,-0.2,-0.06,22.29
77.232623,-12642.63864,-0.08,-0.14,0.04,22.33
77.317496,8449.345852,-0.06,-0.1,0.04,22.33
77.405958,-8285.967396,-0.26,-0.2,0.12,22.33
77.495299,-6162.074236,-0.26,-0.14,0.12,22.41
77.585019,7374.619948,-0.26,-0.18,0.12,22.33
77.675385,-584.902562,0.02,-0.3,0.02,22.45
77.772224,-10706.3365,0,-0.32,0.04,22.45
77.86218,5061.224436,0.04,-0.26,0.1,22.45
77.953543,-9174.626142,0.02,-0.26,0.08,22.45
78.043992,-10180.69611,0.04,-0.26,0,22.33
78.134371,-636.792421,0.04,-0.3,-0.02,22.25
78.224984,-9248.089263,0.02,-0.34,-0.04,22.21
78.315864,6683.455919,0.04,-0.38,0.12,22.37
78.406219,21221.76395,0.04,-0.42,0.08,22.25
78.496254,-5075.250507,0.08,-0.44,0,22.17
78.586618,-724.769081,0.06,-0.46,0.02,22.29
78.676666,-724.769081,0.04,-0.46,-0.02,22.25
78.767057,14820.24437,0.04,-0.38,-0.26,22.13
78.856883,5605.278519,0.04,-0.46,-0.26,22.05
78.947109,-13297.8562,0.24,-0.34,-0.16,22.13
79.029492,-0.46118,0.24,-0.38,-0.18,22.09
79.11002,-3602.091886,-0.04,-0.48,-0.04,22.13
79.198333,-8955.431454,-0.06,-0.48,-0.02,22.17
79.287018,-11071.58093,-0.06,-0.48,-0.06,22.13
79.37588,-9176.620918,0.2,-0.54,-0.2,22.01
79.464173,-1528.949966,0.2,-0.52,-0.18,22.13
79.552677,12787.79231,0.48,-0.76,-0.1,22.01
79.641681,7428.999138,0.5,-0.76,-0.1,22.05
79.730428,-12351.60508,0.02,-0.72,-0.24,22.13
79.81908,-5563.96701,0.02,-0.74,-0.26,22.09
79.907987,2222.209494,0,-0.72,-0.26,22.17
79.996468,-1335.628769,-0.06,-0.94,-0.1,22.25
80.085035,9418.557176,-0.1,-1.02,-0.08,22.21
80.173684,13242.25419,-0.06,-0.72,-0.06,22.25
80.262159,7326.552616,-0.1,-0.76,-0.06,22.25
80.350597,-9776.414857,-0.12,-0.72,-0.06,22.29
80.439116,6529.243689,0.06,-0.56,-0.14,22.21
80.523427,2403.972439,0.08,-0.58,-0.14,22.21
80.605325,-9121.62909,-0.32,-0.88,-0.02,22.21
80.693809,-12591.60492,-0.3,-0.86,0.02,22.21
80.778427,-8298.23313,-0.06,-0.98,-0.44,21.97
80.86865,13700.29409,-0.06,-0.98,-0.42,22.05
80.959031,3213.444476,-0.06,-1,-0.42,22.01
81.050003,-10450.87942,-0.26,-0.92,-0.04,22.17
81.140499,-2339.178786,-0.32,-0.92,-0.02,22.25
81.230311,-11080.1353,-0.6,-0.74,0.12,22.25
81.3208,15211.78068,-0.58,-0.76,0.12,22.29
81.411318,22679.39748,-0.64,-0.76,0.08,22.17
81.501243,-1068.648962,-0.56,-0.94,0.22,22.29
81.591237,11345.95385,-0.54,-0.9,0.24,22.33
81.68226,14647.29596,-0.26,-0.74,0.08,22.25
81.772752,865.222316,-0.26,-0.72,0.12,22.33
81.863894,12122.5108,-0.34,-0.78,0.06,22.29
81.953915,-10868.85558,0.24,-0.52,0.04,22.41
82.039207,-10036.84691,0.2,-0.58,0.06,22.37
82.129748,-10036.84691,0.04,-0.72,0.04,22.33
82.220397,-13644.76389,0.1,-0.68,0,22.29
82.307174,7312.17619,0.42,-0.58,0.1,22.13
82.397569,1761.459108,0.4,-0.62,0.08,22.13
82.487617,-10661.76745,0.4,-0.62,0.06,22.13
82.578083,-5886.929398,0.62,-1.02,0.02,22.13
82.664892,-2295.765947,0.66,-0.96,0.02,22.17
82.755353,-3325.588817,-0.12,-0.66,0.2,22.25
82.845833,-11161.25591,-0.08,-0.64,0.22,22.33
82.93596,-4777.927523,-0.16,-0.72,0.2,22.13
83.026494,-10659.19317,-0.14,-0.68,0.28,22.33
83.116703,-12340.69237,-0.12,-0.72,0.24,22.25
83.207035,10092.18354,-0.24,-0.82,0.1,22.37
83.297304,-10684.60236,-0.26,-0.9,0.1,22.25
83.387702,-11267.37738,-0.26,-0.72,0.18,22.21
83.478026,-1390.953272,-0.26,-0.78,0.2,22.21
83.568295,11485.53813,-0.32,-0.78,0.2,22.29
83.658648,33414.75451,-0.14,-0.58,0.12,22.29
83.748651,-533.062253,-0.1,-0.56,0.12,22.29
83.839266,-4325.043952,-0.12,-0.82,0.22,22.29
83.927603,1180.195562,-0.14,-0.86,0.2,22.21
84.016481,-3722.889319,-0.14,-0.86,0.2,22.25
84.10152,-11999.73548,0.1,-1.1,0.22,22.13
84.186864,-7045.854735,0.12,-1.04,0.24,22.25
84.274443,-2012.190768,0.54,-0.96,0.24,22.13
84.360521,-1780.484485,0.62,-0.94,0.24,22.13
84.434055,3651.164201,0.54,-1,0.2,22.01
84.520685,21328.8358,0.88,-0.54,-0.82,22.05
84.609868,-13447.62742,0.88,-0.52,-0.8,22.17
84.699445,8322.080922,1.32,-0.92,-0.1,22.13
84.789105,-12325.66842,1.36,-0.9,-0.06,22.13
84.878191,-922.200875,1.86,-0.58,-0.38,22.13
84.967757,-11257.31631,1.86,-0.58,-0.36,22.13
85.056778,-1046.539213,1.88,-0.58,-0.38,22.17
85.146211,19547.13789,1.1,-0.64,-1.42,22.09
85.235988,-14357.79972,1.1,-0.64,-1.4,22.05
85.326541,-9799.874472,-0.26,-1.1,-0.94,22.13
85.415949,-11304.68244,-0.22,-1.02,-0.94,22.29
85.506059,-2767.717319,-0.26,-1.12,-0.98,22.09
85.595388,-8122.479123,-0.68,-1.02,-0.04,22.13
85.684622,8605.491332,-0.68,-1.02,-0.04,22.13
85.774811,-1472.105574,-0.66,-1.04,-0.06,22.29
85.864779,-9779.505831,-0.62,-0.96,-0.06,22.37
85.954403,-10513.29673,0,-0.88,-0.22,22.33
86.044618,-6438.957572,0.06,-0.8,-0.2,22.45
86.141845,6071.081883,0.04,-0.88,-0.22,22.29
86.229092,8619.659693,0.08,-1.24,-0.34,22.37
86.321367,-0.451943,0.02,-1.3,-0.26,22.45
86.411808,-13247.1864,1.04,-0.68,0.08,22.13
86.501631,-2088.705855,1.04,-0.66,0.08,22.09
86.592031,-541.696861,1,-0.66,0.04,22.05
86.68215,-12782.15562,0.62,-1,-0.06,22.21
86.772922,-3532.537656,0.64,-1,-0.12,22.13
86.863256,2332.906669,0.44,-1.04,-0.22,22.09
86.953593,-9911.439711,0.46,-1.02,-0.22,22.17
87.04408,10758.77764,0.5,-0.8,-0.42,22.09
87.135075,5582.038805,0.46,-0.86,-0.46,22.05
87.225253,17398.34628,0.46,-0.84,-0.46,22.05
87.315704,11230.41427,0.58,-0.82,-0.4,22.13
87.406201,2426.362526,0.54,-0.8,-0.42,22.17
87.496607,-5159.954857,0.14,-1.14,-0.14,22.25
87.586676,3389.457624,0.18,-1.06,-0.14,22.29
