Time, Altitude, U, V, W, Temperature
59.656782,-1054.120244,2.3,-0.76,1.64,23.25
59.742313,-6307.271514,2.28,-0.76,1.68,23.29
59.830252,-12048.13604,1.78,-0.98,2.18,23.17
59.918958,-9250.46049,1.78,-0.96,2.2,23.29
60.007491,1527.081208,1.78,-0.96,2.14,23.21
60.096045,881.958228,2.46,-0.78,2.26,23.45
60.179434,-4091.888402,2.38,-0.86,2.3,23.45
60.26778,-14591.35788,2.44,-0.86,2.1,22.65
60.351687,-14591.35788,2.48,-0.82,2.08,22.61
60.439941,-4613.540918,2.42,-0.84,2.1,22.69
60.528548,-12377.90054,2.02,-1.02,1.62,22.13
60.616378,-13864.86172,2.06,-1,1.6,22.01
60.704657,-4371.94702,1.88,-0.88,1.16,22.33
60.792362,7888.71406,1.86,-0.9,1.22,22.45
60.880399,-9052.005781,1.3,-0.7,1.48,21.29
60.968703,-4740.2299,1.3,-0.68,1.52,21.45
61.057135,-7335.631826,1.3,-0.74,1.48,21.29
61.145526,-195.616632,1.5,-0.26,2.52,21.81
61.234005,3785.713748,1.52,-0.26,2.52,21.81
61.322423,7648.137004,1.72,-0.16,1.78,22.29
61.410871,6667.967004,1.76,-0.14,1.78,22.33
61.498921,11129.61414,1.68,-0.16,1.78,22.37
61.586786,-11023.0955,2.18,-0.46,2.12,22.21
61.675783,982.198336,2.18,-0.4,2.12,22.25
61.764469,-5049.259389,2.44,-0.78,2.1,22.01
61.852285,4890.170771,2.44,-0.74,2.16,22.13
61.940849,-445.459652,2.42,-0.74,2.08,22.05
62.024819,6533.804237,1.68,-1.54,2.54,21.21
62.112893,-6081.849741,1.66,-1.54,2.56,21.29
62.201471,6108.598224,1.5,-1.3,2.26,21.33
62.290266,-8482.806816,1.46,-1.26,2.3,21.49
62.378421,384.507876,1.52,-1.28,2.26,21.41
62.466492,-4507.516081,1.74,-0.92,1.7,21.61
62.554574,2534.952351,1.74,-0.9,1.72,21.57
62.64285,7040.635287,1.7,-0.6,1.56,21.53
62.731509,-3567.433057,1.76,-0.64,1.56,21.57
62.820196,-12609.26395,1.74,-0.62,1.54,21.53
62.909067,7866.749835,1.68,-0.7,1.68,21.81
62.997523,24715.40938,1.62,-0.74,1.68,21.77
63.085742,-10417.04661,1.36,-0.72,1.28,22.21
63.174039,-2463.959383,1.38,-0.72,1.24,22.21
63.262974,15133.40714,1.28,-0.68,2.1,21.73
63.351483,-7108.297882,1.34,-0.7,2.12,21.73
63.440113,-1221.753808,1.32,-0.74,2.1,21.69
63.52842,8797.685373,1.86,-0.82,2.2,21.57
63.616641,-10980.25779,1.86,-0.84,2.24,21.61
63.704611,-9106.627998,2.1,-0.8,1.94,21.61
63.788336,-9106.627998,2.04,-0.84,1.96,21.61
63.876685,-4683.537722,2.02,-0.86,1.92,21.65
63.965829,30319.9254,2.2,-0.94,2.52,21.37
64.053827,-624.345733,2.18,-0.9,2.5,21.49
64.142295,5756.280025,1.88,-0.88,2.22,21.93
64.230892,9774.648041,1.88,-0.88,2.26,22.05
64.319744,9968.288778,1.86,-0.94,2.22,21.93
64.408234,-8517.237269,1.86,-0.84,2.18,21.65
64.496665,-5883.372873,1.84,-0.86,2.18,21.65
64.585937,1822.354069,1.78,-0.94,1.78,21.73
64.673456,-894.909348,1.78,-0.92,1.78,21.89
64.761624,-11570.64445,2.16,-1.14,1.4,21.85
64.849843,2458.946998,2.18,-1.1,1.4,21.97
64.938073,-13611.17029,2.2,-1.08,1.4,21.93
65.026835,-14539.8934,2.36,-1.08,1.46,21.77
65.115121,-371.387961,2.36,-1.14,1.44,21.65
65.203655,-8769.32427,2.3,-0.86,1.24,21.77
65.291837,-33.24372,2.28,-0.82,1.28,21.93
65.379931,7217.648141,2.3,-0.88,1.2,21.65
65.470376,2333.339214,2.44,-0.98,1.18,21.81
65.554053,-276.790491,2.52,-0.92,1.14,21.85
65.642428,1394.070491,2.4,-0.88,1.2,21.81
65.730417,-2920.906905,2.4,-0.9,1.2,21.81
65.818469,5787.524033,2.36,-0.92,1.16,21.73
65.907236,-10189.85029,2.7,-0.56,1,21.77
65.996604,5379.158435,2.7,-0.48,1.02,21.89
66.085206,-6804.217685,2.16,-0.54,0.44,21.73
66.173444,-4839.838967,2.12,-0.62,0.44,21.73
66.262004,1598.905171,2.12,-0.58,0.42,21.69
66.350786,24342.46142,2.16,-0.56,0.24,22.01
66.439224,24931.08597,2.18,-0.5,0.3,22.13
66.527492,5892.61578,2.7,0.18,-0.56,22.13
66.616138,1185.190928,2.7,0.18,-0.54,22.25
66.704664,8782.901931,2.28,-0.06,-0.26,22.09
66.792745,5706.795326,2.26,-0.1,-0.36,21.89
66.881279,9734.865298,2.26,-0.06,-0.34,22.01
66.969684,5690.743311,2.5,0.24,0.52,21.97
67.058204,-5059.175633,2.58,0.28,0.52,21.89
67.14602,5339.774485,2.22,1.28,-0.9,22.13
67.23399,6803.923346,2.28,1.24,-0.92,22.05
67.317884,-12570.47648,2.22,1.16,-0.92,22.05
67.405588,-6889.5608,1.54,0.82,-1.3,21.73
67.493503,12119.66455,1.5,0.82,-1.24,21.77
67.581193,15944.45145,1.08,0.58,-0.74,21.61
67.669725,471.258291,1.12,0.62,-0.76,21.61
67.758233,-5116.363809,1.1,0.62,-0.82,21.53
67.845957,9441.613387,0.42,0.52,-0.7,21.69
67.934599,2166.396449,0.38,0.46,-0.72,21.61
68.02294,-3747.642084,0.76,1.2,-1.68,21.41
68.111302,-6706.039904,0.76,1.28,-1.7,21.53
68.199484,5477.320826,0.72,1.24,-1.72,21.45
68.28801,5197.110484,1.18,0.86,-0.7,22.33
68.376319,15985.86249,1.28,0.86,-0.72,22.21
68.464637,10996.94923,2.02,0.54,0.56,22.17
68.553346,-6955.796272,1.98,0.52,0.52,22.13
68.641054,8432.283099,1.58,-0.22,-0.86,21.65
68.729861,-13519.98969,1.6,-0.26,-0.84,21.61
68.818578,164.145185,1.6,-0.24,-0.86,21.49
68.902505,4464.156983,1.88,0.28,-1.94,21.89
68.990469,-10041.06229,1.92,0.36,-1.96,21.93
69.068722,-10041.06229,2.04,0.24,-2,21.89
69.156775,-3747.058045,2.06,0.24,-1.96,21.97
69.245404,-464.845571,2.1,0.28,-1.98,21.97
69.333434,-464.845571,2.78,0.1,-0.78,22.13
69.421521,-2487.543154,2.72,0.1,-0.74,22.25
69.509783,-3302.552435,2.96,-0.26,-0.98,22.33
69.597444,-9332.828444,2.94,-0.34,-0.94,22.33
69.685978,1511.530622,2.88,-0.36,-0.96,22.37
69.770336,-10704.99163,2.82,-0.2,-0.74,22.45
69.858446,400.884198,2.84,-0.16,-0.72,22.45
69.947215,31.911715,2.58,-0.38,-0.26,22.77
70.035543,-8760.478412,2.52,-0.38,-0.26,22.77
70.123139,-3409.587428,2.24,-0.48,0.02,22.77
70.211396,3567.893424,2.26,-0.5,0.02,22.73
70.300101,-4543.256594,2.26,-0.48,0,22.73
70.388265,3921.065292,2.38,-0.78,0.02,22.41
70.476398,-7963.159573,2.42,-0.74,0.04,22.41
70.564977,124.420421,2.6,-0.96,0,21.93
70.652791,1987.71093,2.66,-0.92,-0.06,21.93
70.741232,-10765.22237,2.56,-0.96,0,21.97
70.829713,19753.84307,2.82,-0.9,0.04,21.73
70.917881,-13136.52453,2.78,-0.9,0.02,21.77
71.006705,2431.869853,2.52,-0.32,-0.7,22.25
71.094092,-10634.2135,2.56,-0.26,-0.7,22.37
71.182183,15560.66982,2.52,-0.34,-0.74,22.13
71.27099,-7761.207578,3.38,-1.04,-0.54,21.65
71.359194,-7274.077949,3.38,-1.06,-0.56,21.49
71.447447,-8070.463557,4.26,-0.92,-0.92,21.45
71.536099,-12437.64806,4.26,-0.9,-0.88,21.53
71.624505,-4416.351183,3.9,-1.2,0.5,21.61
71.713584,-8537.162134,3.92,-1.16,0.5,21.61
71.801713,1698.660949,3.92,-1.16,0.46,21.61
71.889921,-505.15631,3.92,-1.26,-0.98,21.97
71.978267,9850.341841,3.9,-1.28,-0.98,21.89
72.066414,14272.38957,4.14,-0.46,-1.3,21.97
72.154938,9671.966497,4.1,-0.5,-1.3,21.85
72.242965,-4969.264046,4.06,-0.54,-1.34,21.77
72.331461,325.480658,3.66,-1.14,-0.54,21.61
72.420545,-12498.66863,3.64,-1.18,-0.56,21.45
72.512656,-2178.263495,3.44,-0.98,-0.52,21.85
72.595488,-1587.126445,3.52,-1,-0.54,21.77
72.681784,-8161.501706,3.34,-1.46,1.2,21.97
72.767802,-3978.664079,3.42,-1.46,1.18,21.85
72.856648,-3355.328572,3.34,-1.52,1.2,21.85
72.945045,3639.106421,3.32,-1.22,1.36,22.21
73.033595,-5848.559619,3.36,-1.18,1.34,22.13
73.125138,-4356.613807,2.56,-0.92,0.04,21.81
73.187617,2273.777268,2.6,-0.86,0.04,21.77
73.262775,-11420.94304,2.54,-0.88,0.06,21.93
73.342057,5502.052813,3.6,-0.08,0.62,22.05
73.426038,-12622.4669,3.62,-0.04,0.62,22.13
73.515492,-5458.714234,3.86,0.6,0.24,22.65
73.604687,18954.88709,3.82,0.48,0.28,22.57
73.697644,-14088.55061,3.78,0.48,0.24,22.57
73.787649,-14088.55061,3.66,-0.14,1.1,22.53
73.87789,-6215.424753,3.68,-0.12,1.1,22.53
73.968301,-9228.159173,3.24,-0.08,1.04,22.17
74.058565,-9228.159173,3.2,-0.1,1.08,22.25
74.149372,652.679996,3.46,-0.36,0.7,21.61
74.235113,7117.438852,3.5,-0.34,0.68,21.57
74.317362,6.527891,3.5,-0.34,0.68,21.49
74.405555,1723.019555,3.54,-0.38,1.42,21.61
74.494522,4792.408871,3.56,-0.38,1.38,21.41
74.582761,-13870.50194,4.1,-0.5,1.36,21.45
74.671346,-13050.67895,4.12,-0.54,1.36,21.33
74.75978,-13097.73464,4.16,-0.46,1.28,21.33
74.848154,4249.391046,3.52,-0.92,1.3,21.73
74.936572,-9531.188382,3.58,-0.88,1.26,21.69
75.025126,-7898.750588,3.1,-1.04,1.6,22.29
75.113537,-11540.60595,3.06,-1.04,1.6,22.21
75.202134,-11540.60595,2.62,-1.1,1.76,22.05
75.290685,13519.9206,2.6,-1.16,1.76,21.85
75.379776,-5733.363216,2.58,-1.14,1.76,21.89
75.468282,-3601.85865,2.38,-0.98,1.96,22.53
75.556832,-804.299517,2.36,-1.02,2,22.61
75.645157,-8320.931577,2.58,-0.72,2.04,22.29
75.733672,-6765.357454,2.54,-0.72,2.04,22.29
75.82206,-7717.907474,2.8,-0.8,2.02,21.57
75.910679,5761.287755,2.84,-0.8,2,21.45
76.001668,-5424.898384,2.74,-0.86,1.98,21.45
76.084011,-5424.898384,2.44,-0.92,1.64,21.37
76.158068,6.132637,2.4,-0.92,1.68,21.45
76.245143,-2867.284539,2.44,-0.78,1.74,21.33
76.332295,-5336.13292,2.38,-0.8,1.78,21.45
76.419614,-7887.97693,2.46,-0.94,1.78,21.29
76.500463,5551.566457,2.5,-0.94,1.74,21.25
76.589651,-10569.63688,2.46,-0.94,1.74,21.25
76.679153,-7893.477223,2.18,-1.4,1.56,21.21
76.76835,-2505.718732,2.14,-1.4,1.64,21.37
76.856421,16135.56795,2.16,-1.2,1.14,21.29
76.945451,17583.30296,2.2,-1.18,1.1,21.25
77.033405,-752.274456,2.16,-1.2,1.16,21.29
77.122596,-11007.84477,1.9,-1.32,0.84,21.25
77.211041,-4768.921382,1.86,-1.32,0.86,21.41
77.304298,-3093.990421,2.02,-1.52,0.2,21.29
77.384349,-9575.261056,2.04,-1.54,0.14,21.21
77.473876,8151.811615,2.02,-1.54,0.18,21.29
77.563163,-7096.871897,1.78,-1.04,0.12,21.29
77.652707,-11097.00038,1.78,-1.04,0.14,21.29
77.742068,-9171.764134,1.84,-1.24,0.12,21.33
77.821054,-10507.6582,1.86,-1.26,0.1,21.21
77.904388,5002.387137,1.78,-1.26,0.04,21.05
77.993088,-3501.336595,2.28,-1.06,-0.04,21.29
78.081507,3625.121863,2.34,-1.1,-0.02,21.21
78.170641,13106.16213,2.24,-1.2,0.02,21.33
78.259525,-4554.291827,2.26,-1.24,0,21.21
78.343536,-3668.202733,2.18,-1.26,-0.04,21.17
78.431672,3663.267288,1.98,-1.46,0.36,21.21
78.520034,7260.895598,2.04,-1.4,0.34,21.21
78.608948,1168.321211,2.26,-0.26,-0.02,21.29
78.697657,-14665.48695,2.22,-0.26,0.02,21.37
78.786112,21532.65086,2.2,-0.56,-1.72,21.17
78.874515,-11009.12525,2.18,-0.52,-1.72,21.25
78.963959,5598.685643,2.14,-0.56,-1.7,21.17
79.053501,1413.82275,1.54,-0.44,-2.24,21.29
79.142886,-2640.904456,1.58,-0.4,-2.3,21.25
79.232363,-1798.733679,2.08,-0.26,-2.04,21.05
79.322075,-13870.56139,2.08,-0.26,-2.06,21.05
79.410888,-8466.229012,2.02,-0.24,-2.04,21.29
79.499692,24512.51972,2.3,-0.14,-1.98,21.29
79.583347,24512.51972,2.26,-0.18,-2.02,21.17
79.672193,2050.106161,2.32,-0.46,-1.92,21.29
79.761321,-275.395886,2.3,-0.5,-1.94,21.17
79.850469,-882.440325,2.26,-0.56,-1.94,21.17
79.939089,-5667.096495,1.86,-0.54,-1.04,21.29
80.028317,-10608.17062,1.86,-0.52,-1.08,21.21
80.117532,2881.891462,2.78,-0.38,0.66,21.29
80.206276,16601.30661,2.78,-0.44,0.64,21.17
80.29452,1129.339159,2.7,-0.38,0.64,21.29
80.383775,50.923117,1.6,-0.5,-0.32,21.25
80.472477,50.923117,1.6,-0.52,-0.34,21.17
80.561439,-4340.211422,1.88,-0.58,0.6,21.25
80.650379,7035.030434,1.78,-0.62,0.62,21.29
80.738695,9253.918412,1.78,-0.56,0.6,21.29
80.82739,26077.166,1.88,-0.8,0.84,21.29
80.916659,6570.062917,1.78,-0.86,0.9,21.29
81.005874,6570.062917,0.8,-0.98,0.74,21.29
81.094559,-4362.505072,0.8,-0.96,0.7,21.29
81.183279,-13592.96941,1.64,-1.24,0.3,21.37
81.272713,-4322.553537,1.58,-1.3,0.34,21.37
81.356317,-12352.68453,1.58,-1.32,0.3,21.37
81.441562,10765.29652,0.56,-1.16,-0.14,21.49
81.531289,-9152.562896,0.62,-1.12,-0.18,21.49
81.622765,-1782.572991,0.24,-1.12,-0.26,21.53
81.704063,-6781.956213,0.22,-1.08,-0.24,21.61
81.787926,-5737.907377,0.2,-1.14,-0.26,21.41
81.876334,-2943.623101,0.42,-0.94,0.28,21.45
81.964901,-5938.592765,0.44,-1.04,0.28,21.45
82.052973,-2770.517867,0.94,-1.16,0.38,21.45
82.140976,-8252.669537,0.88,-1.22,0.44,21.45
82.228907,1285.328344,0.94,-1.22,0.36,21.33
82.317414,20091.89181,1.78,-1.3,0.62,21.29
82.405936,2464.086474,1.78,-1.36,0.62,21.29
82.494417,-9540.889217,1.52,-1.04,0.36,21.37
82.582765,-14278.21716,1.54,-1.04,0.4,21.41
82.67628,-14278.21716,1.48,-1.06,0.78,21.37
82.7638,-6219.953542,1.52,-1.08,0.72,21.25
82.851218,3898.319527,1.44,-1.12,0.76,21.37
82.938389,-13316.34049,1.96,-1.14,0.66,21.29
83.025895,10283.80526,1.98,-1.14,0.64,21.21
83.116038,-4088.503308,2.3,-1.16,1.24,21.33
83.20118,6.556386,2.26,-1.2,1.24,21.33
83.288761,-2056.699213,2.12,-0.84,1.04,21.53
83.375953,-1354.238762,2.12,-0.8,1.06,21.45
83.463239,-1430.410814,2.06,-0.8,1.06,21.65
83.550874,1911.720234,2.48,-0.26,1.12,21.61
83.634982,4717.601781,2.48,-0.26,1.1,21.65
83.718154,-7489.954309,2.94,-0.34,0.4,21.33
83.806782,-9916.734304,2.88,-0.34,0.46,21.41
83.895802,-7546.461881,2.88,-0.36,0.44,21.29
83.984593,-9031.367498,2.44,-0.92,-0.84,21.37
84.073186,-8263.955747,2.42,-0.92,-0.86,21.29
84.161863,-829.434538,1.36,-0.98,0.2,21.33
84.250559,-1615.346967,1.36,-0.96,0.16,21.37
84.339151,-1615.346967,1.66,-0.4,0.6,21.49
84.427748,-5175.841237,1.68,-0.4,0.62,21.49
84.516368,763.748687,1.7,-0.42,0.64,21.45
84.605138,-12277.33088,1.94,-0.18,1.02,21.81
84.693732,-500.099219,1.94,-0.22,1,21.65
84.782712,-3340.856088,1.38,-0.76,1.36,21.45
84.868684,3643.916861,1.4,-0.74,1.36,21.41
84.942883,7.46566,1.36,-0.72,1.34,21.41
85.02758,-1860.862653,1.32,-0.72,1.64,21.33
85.113567,-8413.406562,1.36,-0.7,1.58,21.29
85.198683,5652.883134,1.68,-0.86,2.46,21.89
85.288457,24218.63011,1.68,-0.88,2.44,21.77
85.379031,-8352.887249,0.86,-1.3,2.8,21.77
85.458536,-6653.642787,0.9,-1.32,2.78,21.69
85.54872,-539.579782,0.88,-1.32,2.76,21.65
85.633642,6920.731253,1.66,-1.22,3.08,21.85
85.722782,6920.731253,1.68,-1.2,3.04,21.77
85.812367,6690.315869,2.02,-1.58,3.72,21.45
85.901614,-10349.1378,1.96,-1.54,3.76,21.49
85.991097,-4645.293135,2,-1.6,3.74,21.37
86.081208,-957.235393,1.18,-1.44,3.02,21.29
86.167077,-11657.571,1.2,-1.46,3,21.21
86.256931,5046.840212,1.02,-1.6,2.54,21.01
86.346944,22205.77278,1.06,-1.52,2.52,20.97
86.437098,11884.08056,1,-1.56,2.5,20.97
86.526414,18923.67374,0.12,-2.12,1.78,21.01
86.61575,407.862664,0.08,-2.1,1.86,21.05
86.706949,-9269.278174,-0.2,-2.2,1.78,21.05
86.791814,-14636.75723,-0.18,-2.18,1.78,21.05
86.881415,-14636.75723,0.02,-2.3,1.44,21.05
86.970357,10561.01553,0.02,-2.3,1.48,21.05
87.060027,-10313.00233,-0.04,-2.3,1.48,21.17
87.149948,-12255.30383,0.48,-2.54,1.26,21.21
87.239053,214.720607,0.52,-2.54,1.26,21.17
87.328129,1769.170247,0.66,-2.2,1.38,21.05
87.417023,3050.227187,0.6,-2.16,1.4,21.21
87.506849,20737.47246,0.6,-2.2,1.36,21.21
87.596992,-7838.328589,0.7,-2.62,1.74,21.17
87.685956,3885.033327,0.7,-2.56,1.68,21.21
87.775929,-3166.552742,2.24,-2.56,1.74,21.17
87.865603,8101.932589,2.26,-2.58,1.72,21.05
87.955099,-2047.010307,2.24,-2.54,1.68,21.05
88.044903,-479.204197,1.3,-2.52,2.06,21.05
88.134463,2075.845393,1.28,-2.62,2.02,21.05
88.223036,-9243.086555,1.12,-2.28,2.8,20.93
88.312633,-3658.984792,1.18,-2.22,2.78,21.01
88.402518,-6657.497172,1.1,-2.3,2.76,20.93
88.489749,-4540.264039,1.02,-2.12,2.86,20.89
88.575234,-6602.926633,1.1,-2.08,2.84,20.97
88.66447,-9240.131256,1.46,-2.08,2.06,20.97
88.753682,-11498.00381,1.44,-2.12,2.1,20.97
88.843536,18425.88257,1.66,-1.68,1.68,21.05
88.932892,-13906.95303,1.62,-1.62,1.68,21.25
89.022513,7591.404284,1.64,-1.66,1.68,21.17
89.111489,7652.328649,2.18,-1.98,2.54,21.25
89.200925,-4506.250164,2.18,-2,2.54,21.21
89.288556,5110.201492,2.18,-1.72,2.1,21.05
89.378058,-7653.878271,2.1,-1.74,2.1,21.21
89.467826,-14715.11088,2.12,-1.8,2.06,21.01
89.557105,-2174.664898,2.16,-1.88,2.4,21.17
89.646877,-14018.94689,2.16,-1.86,2.38,21.17
89.736471,-3000.893297,1.76,-1.72,0.54,21.25
89.825512,20706.99618,1.76,-1.76,0.58,21.17
89.914702,-13800.45995,1.68,-1.84,0.52,21.25
90.004602,-8021.508513,1.66,-1.82,0.52,21.21
90.093953,604.964223,1.68,-1.78,0.56,21.33
90.177995,-12833.67278,1.46,-1.54,0.44,21.29
90.258846,-2452.570309,1.46,-1.54,0.44,21.29
90.347289,-5578.079144,1.18,-1.48,-0.22,21.25
90.436284,654.879112,1.2,-1.46,-0.2,21.29
90.525128,428.61852,1.2,-1.44,-0.24,21.29
90.613556,-918.769757,1.74,-1.46,-0.02,21.37
90.702214,107.932907,1.76,-1.46,-0.06,21.29
90.790713,-5083.668133,1.18,-1.6,-0.36,21.21
90.879234,-12918.42445,1.1,-1.56,-0.26,21.29
90.967747,-3735.660712,1.1,-1.62,-0.36,21.17
91.056218,-6348.390155,1.02,-1.52,0.36,21.41
91.144881,-1440.385245,1.02,-1.54,0.38,21.41
91.233508,-14353.60776,0.6,-1,0.24,21.45
91.322707,-2722.407726,0.68,-1.04,0.2,21.29
91.41163,-8710.668717,0.64,-1.02,0.18,21.29
91.500247,9937.666454,0.18,-1.22,0.48,21.37
91.588731,-4977.974685,0.22,-1.14,0.44,21.41
91.677661,7054.707749,-0.26,-1,0.5,21.41
91.766418,-2056.848891,-0.22,-0.98,0.44,21.33
91.855434,-12154.94336,-0.5,-0.88,0.5,21.41
91.944325,-14768.33875,-0.48,-0.86,0.48,21.45
92.033748,20302.85449,-0.5,-0.9,0.46,21.45
92.12226,-8412.330221,-0.44,-0.9,0.1,21.41
92.210924,-10433.6874,-0.46,-0.9,0.12,21.29
92.299193,8167.005559,0,-0.88,-0.88,21.29
92.387791,-6914.895068,-0.08,-0.9,-0.88,21.41
92.476504,-658.251075,-0.14,-0.88,-0.88,21.29
92.565006,-6674.122962,0.52,-1.28,-1.16,21.41
92.653769,-14125.33485,0.52,-1.24,-1.2,21.33
92.742152,-1392.889154,0.74,-1.06,-0.34,21.33
92.83062,-5293.00544,0.76,-1.04,-0.38,21.29
92.915232,-8217.494391,0.2,-1.48,-1.08,21.33
93.003808,-11962.23814,0.18,-1.52,-1.04,21.33
93.091838,-5006.280128,0.12,-1.44,-1.04,21.45
93.180926,6054.475175,0.14,-1,-1.38,21.29
93.269275,-7079.938155,0.12,-1.02,-1.38,21.29
93.358125,-4264.047002,-0.26,-1.22,-1.26,21.53
93.446525,23426.77445,-0.2,-1.2,-1.28,21.45
93.534835,-12859.95103,-0.26,-1.24,-1.28,21.41
93.622846,-7239.977731,0.32,-1.02,0.2,21.45
93.710777,166.292946,0.28,-1.06,0.24,21.49
93.804003,20779.75041,0.46,-0.8,0.44,21.45
93.887748,11284.27393,0.5,-0.78,0.5,21.53
93.976403,3720.576888,0.46,-0.8,0.44,21.45
94.065063,-963.698355,0.52,-0.78,0.1,21.61
94.153664,11099.4568,0.52,-0.8,0.12,21.57
94.242269,14535.30711,0.52,-0.94,0.64,21.29
94.330692,-3043.098561,0.48,-0.98,0.68,21.37
94.419323,-10705.21895,0.64,-0.96,0.44,21.33
94.507668,-14944.71859,0.62,-0.98,0.48,21.45
94.596576,-3644.670051,0.62,-0.96,0.48,21.29
94.686275,-2850.472349,0.56,-1,0.36,21.37
94.775537,7327.751559,0.48,-0.98,0.36,21.49
94.865077,-5616.22704,0.68,-1.18,0.62,21.45
94.9537,-4382.663566,0.68,-1.14,0.6,21.49
95.04316,-2004.786863,0.68,-1.22,0.52,21.29
95.131866,1063.787758,0.84,-0.84,1.1,21.33
95.220482,-12686.07946,0.88,-0.82,1.08,21.29
95.31001,-13389.19803,0.94,-1.14,0.86,21.29
95.399376,-11208.40194,0.96,-1.14,0.86,21.33
95.489083,-5367.409272,0.88,-1.22,0.86,21.29
95.578406,-5877.317507,0.82,-1.42,0.92,21.45
95.654877,-6886.150375,0.86,-1.38,0.86,21.37
95.743508,-12553.88146,0.12,-1.18,0.36,21.49
95.832176,-6842.111358,0.08,-1.22,0.36,21.61
95.915918,-10959.91857,0.48,-0.88,0.76,21.33
96.004789,5658.985704,0.58,-0.86,0.8,21.45
96.093762,9601.184052,0.56,-0.92,0.76,21.29
96.1832,-7089.147111,0.7,-1.02,1.18,21.33
96.272016,-5268.534298,0.7,-1,1.2,21.45
96.361098,-7768.381752,0.18,-1.04,0.82,21.33
96.449545,965.461019,0.24,-1.02,0.8,21.37
96.538499,-250.522722,0.2,-1.06,0.76,21.33
96.627786,-691.697561,-0.42,-1.12,1.14,21.29
96.712276,23174.82459,-0.52,-1.18,1.16,21.41
96.801057,11551.21294,0.2,-1,0.28,21.61
96.886881,5646.875994,0.14,-1.04,0.3,21.53
96.975735,-8515.990544,0.14,-1.1,0.24,21.33
97.065233,-7255.551903,-0.06,-0.96,0.52,21.49
97.154146,2196.003287,-0.08,-0.98,0.54,21.53
97.243393,-10579.73012,0.3,-0.88,-0.02,21.45
97.332664,-2346.62211,0.28,-0.94,-0.04,21.41
97.414671,2934.52065,0.24,-0.94,-0.06,21.37
97.498632,-10379.34026,-0.96,-1.14,0.32,21.33
97.587264,-9086.38183,-1.02,-1.16,0.36,21.33
97.672306,-7472.35001,-1.04,-0.82,0.06,21.25
97.760566,-9253.905376,-1.02,-0.74,0.12,21.33
97.849034,-5639.457766,-0.84,-0.46,-0.68,21.37
97.937782,-3142.207666,-0.88,-0.5,-0.66,21.37
98.026869,-9289.86247,-0.84,-0.5,-0.68,21.33
98.115304,3854.746507,-0.5,-0.32,-0.72,21.29
98.203262,-6289.669451,-0.56,-0.38,-0.7,21.25
98.292105,-1028.696342,-0.34,-0.3,-1.06,21.37
98.376465,2491.868715,-0.32,-0.34,-1.04,21.45
98.464693,1362.94974,-0.38,-0.38,-1.1,21.33
98.55299,-10256.72929,-0.58,-0.38,-1.38,21.29
98.637516,-2560.648895,-0.58,-0.36,-1.38,21.33
98.724593,17092.92065,1.48,-0.26,-1.58,21.41
98.799816,707.319873,1.44,-0.26,-1.56,21.45
98.87524,-10627.63277,1.46,-0.34,-1.62,21.37
98.950898,-8322.089249,2.26,-0.02,-1.7,21.37
99.028134,699.560304,2.2,0,-1.7,21.41
99.10537,77.005398,1.78,-0.52,-1.46,21.29
99.180908,-2861.606667,1.78,-0.5,-1.44,21.41
99.268346,-7071.571233,2,-0.38,-1.72,21.45
99.356617,-12233.52667,2.02,-0.36,-1.74,21.41
99.444867,24031.01971,2.04,-0.34,-1.68,21.49
99.53331,-12581.73867,1.92,-0.62,-1.54,21.37
99.62129,1501.836645,1.94,-0.58,-1.54,21.29
99.709843,-14594.07903,2.42,-0.14,-1.34,21.21
99.798456,5512.118503,2.42,-0.16,-1.32,21.17
99.886652,-2980.101802,2.36,-0.2,-1.34,21.05
99.974642,-1427.699996,2.28,-0.2,-0.34,21.37
100.063152,-8121.944588,2.28,-0.22,-0.36,21.29
100.151599,10255.02992,2.1,-0.22,-0.04,21.41
100.240057,2397.873573,2.1,-0.22,-0.04,21.37
100.324208,17157.1929,2.08,-0.26,-0.1,21.29
100.412204,-1678.198348,1.32,-0.5,-0.26,21.21
100.500608,-9764.438081,1.34,-0.46,-0.24,21.17
100.588658,-164.006509,0.96,-0.74,-0.04,21.33
100.677278,9888.418122,0.94,-0.72,-0.04,21.45
100.765443,-3628.046671,0.94,-0.78,-0.1,21.29
100.845766,-1946.183044,0.22,-0.58,0.36,21.41
100.936253,-9105.836117,0.2,-0.64,0.36,21.37
101.026674,8144.936423,0.28,-0.46,0.54,21.45
101.116867,1207.576463,0.32,-0.46,0.48,21.29
101.20716,-2218.806987,0.16,-0.58,0.18,21.61
101.297233,2473.085086,0.22,-0.56,0.12,21.45
101.387969,12626.0555,0.2,-0.6,0.12,21.49
101.474114,6933.98912,0.24,-0.64,-0.86,21.41
101.560144,-10745.41079,0.2,-0.64,-0.82,21.41
101.637137,-6328.85347,-1.06,-1.14,0.12,21.49
101.727525,-3681.240397,-1.04,-1.14,0.12,21.53
101.817457,-4702.945134,-1.12,-1.24,0.12,21.37
101.907874,-12245.39512,-1.26,-0.92,1.18,21.33
101.997298,-12101.09129,-1.22,-0.9,1.14,21.29
102.087901,-362.777546,-0.26,-0.52,0.94,21.45
102.178111,-7983.371769,-0.26,-0.52,0.92,21.45
102.268645,-1581.602454,-0.36,-0.46,-1.28,21.25
