
12:14:54.620,RX,"1.45558,2.83455,8.81" 
12:14:54.651,RX,"008" 
12:14:54.651,RX,"24.375" 
12:14:54.831,RX,"25.3303" 
12:14:54.831,RX,"1.6471,2.94946,9.308" 
12:14:54.860,RX,"04" 
12:14:54.860,RX,"24.582" 
12:14:55.011,RX,"25.3965" 
12:14:55.039,RX,"1.53219,2.94946,9.23" 
12:14:55.072,RX,"143" 
12:14:55.072,RX,"24.789" 
12:14:55.221,RX,"25.4186" 
12:14:55.221,RX,"1.49388,2.83455,9.03" 
12:14:55.253,RX,"991" 
12:14:55.253,RX,"24.996" 
12:14:55.431,RX,"25.4626" 
12:14:55.431,RX,"1.6088,2.83455,9.039" 
12:14:55.460,RX,"91" 
12:14:55.460,RX,"25.203" 
12:14:55.641,RX,"25.4186" 
12:14:55.641,RX,"1.53219,3.02607,8.69" 
12:14:55.670,RX,"516" 
12:14:55.671,RX,"25.41" 
12:14:55.851,RX,"25.3524" 
12:14:55.851,RX,"1.45558,2.87285,9.19" 
12:14:55.880,RX,"312" 
12:14:55.882,RX,"25.617" 
12:14:56.061,RX,"25.4847" 
12:14:56.061,RX,"1.6088,3.10268,9.308" 
12:14:56.090,RX,"04" 
12:14:56.091,RX,"25.823" 
12:14:56.271,RX,"25.4847" 
12:14:56.271,RX,"1.76202,2.91116,9.11" 
12:14:56.300,RX,"651" 
12:14:56.300,RX,"26.03" 
12:14:56.481,RX,"25.3303" 
12:14:56.481,RX,"1.49388,2.91116,9.03" 
12:14:56.510,RX,"991" 
12:14:56.510,RX,"26.237" 
12:14:56.691,RX,"25.4407" 
12:14:56.751,RX,"1.57049,2.98777,9.23" 
12:14:56.751,RX,"143" 
12:14:56.752,RX,"26.444" 
12:14:56.901,RX,"25.4407" 
12:14:56.901,RX,"1.6471,2.91116,9.193" 
12:14:56.931,RX,"12" 
12:14:56.931,RX,"26.651" 
12:14:57.081,RX,"25.4407" 
12:14:57.081,RX,"1.6471,2.83455,8.886" 
12:14:57.109,RX,"68" 
12:14:57.142,RX,"26.858" 
12:14:57.291,RX,"25.4186" 
12:14:57.291,RX,"1.49388,2.79624,9.26" 
12:14:57.323,RX,"973" 
12:14:57.323,RX,"27.066" 
12:14:57.501,RX,"25.4407" 
12:14:57.501,RX,"1.41727,2.98777,9.03" 
12:14:57.530,RX,"991" 
12:14:57.530,RX,"27.273" 
12:14:57.711,RX,"25.4186" 
12:14:57.711,RX,"1.41727,2.94946,9.03" 
12:14:57.740,RX,"991" 
12:14:57.740,RX,"27.479" 
12:14:57.920,RX,"25.3524" 
12:14:57.920,RX,"1.49388,2.83455,9.11" 
12:14:57.950,RX,"651" 
12:14:57.951,RX,"27.685" 
12:14:58.132,RX,"25.3965" 
12:14:58.132,RX,"1.45558,2.94946,8.96" 
12:14:58.161,RX,"329" 
12:14:58.161,RX,"27.892" 
12:14:58.341,RX,"25.4186" 
12:14:58.341,RX,"1.37897,2.91116,9.38" 
12:14:58.371,RX,"465" 
12:14:58.371,RX,"28.099" 
12:14:58.551,RX,"25.4407" 
12:14:58.551,RX,"1.6471,2.87285,9.039" 
12:14:58.581,RX,"91" 
