627.5	0
628.1	0
628.6	0
629.2	0
629.7	0
630.3	0
630.8	0
631.4	0
631.9	1
632.5	1
633	1
633.6	1
634.1	1
634.7	0
635.2	0
635.8	0
636.3	1
636.9	1
637.4	1
638	1
638.5	0
639.1	0
639.6	0
640.2	1
640.7	1
641.3	1
641.8	1
642.4	0
642.9	0
643.4	0
644	0
644.5	0
645.1	0
645.6	0
646.2	1
646.7	1
647.3	1
647.8	1
648.4	1
648.9	1
649.5	1
650	0
650.6	0
651.1	0
651.7	0
652.2	0
652.7	0
653.3	0
653.8	0
654.4	0

